LOC_ID                          CLUSTER             P_VALUE             GBL_PVALUE          CLU_OBS             CLU_EXP             CLU_ODE             LOC_OBS             LOC_EXP             LOC_ODE             LOC_X               LOC_Y               GINI_CLUST
2959                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12523e+06         1.0076e+07          F 
355                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13292e+06         1.0074e+07          F 
2928                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12583e+06         1.00766e+07         F 
2239                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12545e+06         1.00687e+07         F 
2234                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12791e+06         1.00677e+07         F 
2931                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12354e+06         1.00731e+07         F 
2952                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12354e+06         1.00731e+07         F 
263                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13127e+06         1.00765e+07         F 
3331                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13232e+06         1.00697e+07         F 
3334                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.13003e+06         1.00679e+07         F 
3336                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.13003e+06         1.00679e+07         F 
2228                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.1251e+06          1.00688e+07         F 
2225                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12518e+06         1.00687e+07         F 
3337                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.13067e+06         1.00681e+07         F 
2938                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12347e+06         1.00711e+07         F 
298                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12757e+06         1.00777e+07         F 
342                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.13354e+06         1.00732e+07         F 
3330                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.1305e+06          1.00678e+07         F 
347                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13357e+06         1.00733e+07         F 
2221                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.1256e+06          1.00679e+07         F 
264                             1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12686e+06         1.0078e+07          F 
297                             1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12686e+06         1.0078e+07          F 
2257                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12489e+06         1.00681e+07         F 
2929                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12275e+06         1.00718e+07         F 
2961                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12447e+06         1.00768e+07         F 
337                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13299e+06         1.00762e+07         F 
2226                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12422e+06         1.00685e+07         F 
2229                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12427e+06         1.00684e+07         F 
2217                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12433e+06         1.00684e+07         F 
2245                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12379e+06         1.00689e+07         F 
2262                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12406e+06         1.00686e+07         F 
2223                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12704e+06         1.00668e+07         F 
1656                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.12471e+06         1.00679e+07         F 
1633                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12466e+06         1.00679e+07         F 
2937                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12242e+06         1.00729e+07         F 
1670                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12462e+06         1.00679e+07         F 
1671                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12457e+06         1.00679e+07         F 
277                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13218e+06         1.00775e+07         F 
1632                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.1243e+06          1.00679e+07         F 
1650                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.1243e+06          1.00679e+07         F 
1651                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.1243e+06          1.00679e+07         F 
3125                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.1222e+06          1.00716e+07         F 
332                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13457e+06         1.00738e+07         F 
2232                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12365e+06         1.00685e+07         F 
3157                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.12229e+06         1.00711e+07         F 
2134                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.12258e+06         1.00753e+07         F 
2933                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12204e+06         1.00717e+07         F 
3335                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.1333e+06          1.00683e+07         F 
2222                            1                   0.00300             0.0055              25                  8.22                3.04                1                   0.085               11.80               3.12882e+06         1.0066e+07          F 
2941                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12347e+06         1.0077e+07          F 
273                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.1255e+06          1.00786e+07         F 
3131                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.1218e+06          1.00715e+07         F 
344                             1                   0.00300             0.0055              25                  8.22                3.04                1                   0.085               11.80               3.13427e+06         1.00758e+07         F 
265                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13296e+06         1.00775e+07         F 
3338                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.1336e+06          1.00683e+07         F 
2132                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.1217e+06          1.00733e+07         F 
3138                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.12171e+06         1.00716e+07         F 
2135                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12165e+06         1.00731e+07         F 
2540                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.1236e+06          1.00774e+07         F 
1937                            1                   0.00300             0.0055              25                  8.22                3.04                1                   0.085               11.80               3.12811e+06         1.00794e+07         F 
3143                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12199e+06         1.00702e+07         F 
2131                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12153e+06         1.00731e+07         F 
1942                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1943                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1944                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1947                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
2230                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12477e+06         1.00667e+07         F 
3104                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12282e+06         1.00685e+07         F 
3166                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12149e+06         1.0073e+07          F 
1645                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.1229e+06          1.00683e+07         F 
327                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13455e+06         1.00759e+07         F 
1646                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12331e+06         1.00678e+07         F 
2530                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
