LOC_ID                          CLUSTER             P_VALUE             CLU_OBS             CLU_EXP             CLU_ODE             LOC_OBS             LOC_EXP             LOC_ODE             LOC_X               LOC_Y               GINI_CLUST
1149                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11633e+06         1.00714e+07         F 
1073                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11603e+06         1.00705e+07         F 
2932                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.12664e+06         1.00737e+07         F 
1059                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11614e+06         1.0071e+07          F 
1043                            1                   0.0600              59                  28.13               2.10                1                   0.071               14.15               3.11604e+06         1.00707e+07         F 
2940                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.12631e+06         1.00741e+07         F 
1165                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.116e+06           1.00709e+07         F 
1036                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1053                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1080                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1110                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1113                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1118                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1172                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1190                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1216                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
941                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
943                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
945                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
948                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
958                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
977                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11595e+06         1.00708e+07         F 
1091                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11586e+06         1.00704e+07         F 
975                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11586e+06         1.00704e+07         F 
1094                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11579e+06         1.00679e+07         F 
1178                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11615e+06         1.00714e+07         F 
1044                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.116e+06           1.0071e+07          F 
1081                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.116e+06           1.0071e+07          F 
987                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.116e+06           1.0071e+07          F 
1179                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11584e+06         1.00704e+07         F 
939                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11584e+06         1.00704e+07         F 
951                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11584e+06         1.00704e+07         F 
2947                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.12643e+06         1.00741e+07         F 
1097                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11566e+06         1.0069e+07          F 
1009                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11619e+06         1.00716e+07         F 
1048                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11596e+06         1.0071e+07          F 
1162                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11596e+06         1.0071e+07          F 
1023                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11585e+06         1.00707e+07         F 
1145                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11585e+06         1.00707e+07         F 
994                             1                   0.0600              59                  28.13               2.10                1                   0.071               14.15               3.1157e+06          1.007e+07           F 
1100                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11576e+06         1.00703e+07         F 
1214                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11576e+06         1.00703e+07         F 
960                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11576e+06         1.00703e+07         F 
1090                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11588e+06         1.00708e+07         F 
1139                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11588e+06         1.00708e+07         F 
959                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11588e+06         1.00708e+07         F 
1031                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11595e+06         1.0071e+07          F 
1051                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11584e+06         1.00707e+07         F 
1200                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11584e+06         1.00707e+07         F 
982                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11584e+06         1.00707e+07         F 
1133                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11565e+06         1.00697e+07         F 
1847                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11654e+06         1.00656e+07         F 
1040                            1                   0.0600              59                  28.13               2.10                1                   0.071               14.15               3.11578e+06         1.00705e+07         F 
1116                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11574e+06         1.00704e+07         F 
1138                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11574e+06         1.00704e+07         F 
940                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11574e+06         1.00704e+07         F 
2939                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.12696e+06         1.00737e+07         F 
2951                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.12696e+06         1.00737e+07         F 
2943                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.1266e+06          1.00741e+07         F 
971                             1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11568e+06         1.00702e+07         F 
1093                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11565e+06         1.00703e+07         F 
1842                            1                   0.0600              59                  28.13               2.10                1                   0.071               14.15               3.11674e+06         1.00651e+07         F 
1218                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.1171e+06          1.00733e+07         F 
1222                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.1171e+06          1.00733e+07         F 
1225                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.1171e+06          1.00733e+07         F 
1194                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11569e+06         1.00706e+07         F 
1175                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.1156e+06          1.00703e+07         F 
1226                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11649e+06         1.00726e+07         F 
1066                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11622e+06         1.00658e+07         F 
1087                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11622e+06         1.00658e+07         F 
1007                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11594e+06         1.00716e+07         F 
1154                            1                   0.0600              59                  28.13               2.10                1                   0.071               14.15               3.11558e+06         1.00705e+07         F 
1144                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11553e+06         1.00703e+07         F 
1071                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11575e+06         1.00668e+07         F 
1164                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11575e+06         1.00668e+07         F 
1006                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11578e+06         1.00713e+07         F 
1030                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11578e+06         1.00713e+07         F 
1086                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11561e+06         1.00708e+07         F 
985                             1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11567e+06         1.00711e+07         F 
1161                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11557e+06         1.00708e+07         F 
1047                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11622e+06         1.00656e+07         F 
1015                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11549e+06         1.00705e+07         F 
1034                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11549e+06         1.00705e+07         F 
1037                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11549e+06         1.00705e+07         F 
1121                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11549e+06         1.00705e+07         F 
1186                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11549e+06         1.00705e+07         F 
1166                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11563e+06         1.00711e+07         F 
2963                            1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.12744e+06         1.00736e+07         F 
897                             1                   0.0600              59                  28.13               2.10                0                   0.071               0                   3.11964e+06         1.00755e+07         F 
2240                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.12908e+06         1.00704e+07         F 
2248                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.12908e+06         1.00704e+07         F 
1022                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11551e+06         1.00708e+07         F 
1070                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11551e+06         1.00708e+07         F 
1082                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11551e+06         1.00708e+07         F 
1101                            1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11551e+06         1.00708e+07         F 
957                             1                   0.0600              59                  28.13               2.10                n/a                 n/a                 n/a                 3.11551e+06         1.00708e+07         F 
494                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12388e+06         1.00477e+07         F 
509                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12388e+06         1.00477e+07         F 
511                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12388e+06         1.00477e+07         F 
403                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12535e+06         1.00474e+07         F 
1473                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1247e+06          1.0051e+07          F 
1535                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1247e+06          1.0051e+07          F 
405                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12659e+06         1.00451e+07         F 
491                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12068e+06         1.00511e+07         F 
1477                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12737e+06         1.00517e+07         F 
402                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12924e+06         1.00464e+07         F 
502                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11829e+06         1.00448e+07         F 
501                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11845e+06         1.00443e+07         F 
409                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12959e+06         1.00446e+07         F 
3457                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11729e+06         1.00459e+07         F 
3470                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11729e+06         1.00459e+07         F 
3483                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11729e+06         1.00459e+07         F 
400                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.13084e+06         1.00491e+07         F 
500                             2                   0.0920              44                  18.65               2.36                1                   0.060               16.67               3.11839e+06         1.0043e+07          F 
626                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12143e+06         1.00546e+07         F 
496                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11746e+06         1.00514e+07         F 
499                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11746e+06         1.00514e+07         F 
506                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11746e+06         1.00514e+07         F 
1475                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1268e+06          1.00545e+07         F 
1478                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1268e+06          1.00545e+07         F 
1479                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1268e+06          1.00545e+07         F 
1486                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1268e+06          1.00545e+07         F 
1498                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1268e+06          1.00545e+07         F 
1529                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1268e+06          1.00545e+07         F 
1537                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1268e+06          1.00545e+07         F 
1538                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1268e+06          1.00545e+07         F 
2969                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11973e+06         1.00539e+07         F 
2986                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11973e+06         1.00539e+07         F 
512                             2                   0.0920              44                  18.65               2.36                1                   0.060               16.67               3.11767e+06         1.00434e+07         F 
515                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11808e+06         1.00426e+07         F 
3498                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11616e+06         1.0048e+07          F 
1510                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12679e+06         1.00548e+07         F 
3485                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11604e+06         1.00481e+07         F 
617                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12169e+06         1.00552e+07         F 
625                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12169e+06         1.00552e+07         F 
627                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12169e+06         1.00552e+07         F 
649                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12169e+06         1.00552e+07         F 
663                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12169e+06         1.00552e+07         F 
721                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12169e+06         1.00552e+07         F 
2993                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1202e+06          1.00547e+07         F 
3016                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1202e+06          1.00547e+07         F 
3487                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11652e+06         1.00443e+07         F 
3459                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11644e+06         1.00444e+07         F 
3464                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11644e+06         1.00444e+07         F 
3486                            2                   0.0920              44                  18.65               2.36                1                   0.060               16.67               3.11651e+06         1.00442e+07         F 
3463                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11598e+06         1.00457e+07         F 
3479                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11598e+06         1.00457e+07         F 
3493                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11598e+06         1.00457e+07         F 
404                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.13134e+06         1.00509e+07         F 
1484                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12714e+06         1.00552e+07         F 
1496                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12714e+06         1.00552e+07         F 
2997                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11699e+06         1.00522e+07         F 
3472                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11557e+06         1.00485e+07         F 
1459                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1271e+06          1.00554e+07         F 
1463                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.1271e+06          1.00554e+07         F 
1534                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12833e+06         1.00548e+07         F 
1540                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12784e+06         1.0055e+07          F 
1464                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12691e+06         1.00555e+07         F 
1466                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.1275e+06          1.00553e+07         F 
1505                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.13026e+06         1.00532e+07         F 
1480                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12726e+06         1.00554e+07         F 
1488                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12726e+06         1.00554e+07         F 
1494                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12726e+06         1.00554e+07         F 
1501                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12726e+06         1.00554e+07         F 
1506                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12726e+06         1.00554e+07         F 
1514                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12726e+06         1.00554e+07         F 
1520                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12726e+06         1.00554e+07         F 
3006                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12051e+06         1.00555e+07         F 
702                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12153e+06         1.00558e+07         F 
1509                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12968e+06         1.00539e+07         F 
1460                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12695e+06         1.00556e+07         F 
1524                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12695e+06         1.00556e+07         F 
3458                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11531e+06         1.00481e+07         F 
1461                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12637e+06         1.00559e+07         F 
3474                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.1159e+06          1.00444e+07         F 
1467                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.1272e+06          1.00556e+07         F 
1481                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12619e+06         1.0056e+07          F 
1487                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12619e+06         1.0056e+07          F 
1536                            2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.12619e+06         1.0056e+07          F 
1521                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12722e+06         1.00556e+07         F 
493                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11637e+06         1.00433e+07         F 
503                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11637e+06         1.00433e+07         F 
505                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11637e+06         1.00433e+07         F 
513                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11637e+06         1.00433e+07         F 
516                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11637e+06         1.00433e+07         F 
1516                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12726e+06         1.00557e+07         F 
507                             2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11618e+06         1.00436e+07         F 
498                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11626e+06         1.00434e+07         F 
518                             2                   0.0920              44                  18.65               2.36                n/a                 n/a                 n/a                 3.11626e+06         1.00434e+07         F 
2989                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.11636e+06         1.00521e+07         F 
1485                            2                   0.0920              44                  18.65               2.36                0                   0.060               0                   3.12738e+06         1.00556e+07         F 
