LOC_ID                          CLUSTER             P_VALUE             CLU_OBS             CLU_EXP             CLU_ODE             LOC_OBS             LOC_EXP             LOC_ODE             LOC_X               LOC_Y               GINI_CLUST
2535                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12354e+06         1.00828e+07         F 
1942                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1943                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1944                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1947                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
2552                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12331e+06         1.0083e+07          F 
2530                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2531                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2537                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2544                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2546                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
34                              3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12785e+06         1.00843e+07         F 
84                              3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12785e+06         1.00843e+07         F 
94                              3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12785e+06         1.00843e+07         F 
1937                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12811e+06         1.00794e+07         F 
273                             3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.1255e+06          1.00786e+07         F 
1935                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1246e+06          1.00849e+07         F 
1939                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1246e+06          1.00849e+07         F 
1945                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1246e+06          1.00849e+07         F 
1949                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1246e+06          1.00849e+07         F 
1956                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1246e+06          1.00849e+07         F 
1958                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1246e+06          1.00849e+07         F 
1936                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12457e+06         1.00853e+07         F 
1940                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12457e+06         1.00853e+07         F 
1941                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12457e+06         1.00853e+07         F 
29                              3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12588e+06         1.00856e+07         F 
2532                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12254e+06         1.00801e+07         F 
2551                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12254e+06         1.00801e+07         F 
264                             3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12686e+06         1.0078e+07          F 
297                             3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12686e+06         1.0078e+07          F 
2539                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12206e+06         1.00815e+07         F 
25                              3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12569e+06         1.00857e+07         F 
1901                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12322e+06         1.00846e+07         F 
1908                            3                   0.472               13                  2.56                5.07                1                   0.041               24.57               3.12263e+06         1.0084e+07          F 
2518                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2522                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2523                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2525                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2528                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2549                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12292e+06         1.0079e+07          F 
1912                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12304e+06         1.00848e+07         F 
1951                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12407e+06         1.00856e+07         F 
298                             3                   0.472               13                  2.56                5.07                1                   0.041               24.57               3.12757e+06         1.00777e+07         F 
107                             3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.13014e+06         1.00833e+07         F 
1903                            3                   0.472               13                  2.56                5.07                0                   0.041               0                   3.12223e+06         1.00841e+07         F 
88                              3                   0.472               13                  2.56                5.07                1                   0.041               24.57               3.12802e+06         1.00857e+07         F 
1910                            3                   0.472               13                  2.56                5.07                1                   0.041               24.57               3.12369e+06         1.00856e+07         F 
2520                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1216e+06          1.00807e+07         F 
2521                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1216e+06          1.00807e+07         F 
2545                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1216e+06          1.00807e+07         F 
2547                            3                   0.472               13                  2.56                5.07                n/a                 n/a                 n/a                 3.1216e+06          1.00807e+07         F 
2070                            4                   0.518               5                   0.23                21.47               n/a                 n/a                 n/a                 3.13166e+06         1.01026e+07         F 
2071                            4                   0.518               5                   0.23                21.47               n/a                 n/a                 n/a                 3.13166e+06         1.01026e+07         F 
2128                            4                   0.518               5                   0.23                21.47               n/a                 n/a                 n/a                 3.13166e+06         1.01026e+07         F 
2129                            4                   0.518               5                   0.23                21.47               n/a                 n/a                 n/a                 3.13166e+06         1.01026e+07         F 
2130                            4                   0.518               5                   0.23                21.47               n/a                 n/a                 n/a                 3.13166e+06         1.01026e+07         F 
2657                            5                   0.666               5                   0.25                19.70               1                   0.042               23.64               3.1253e+06          1.01052e+07         F 
2741                            5                   0.666               5                   0.25                19.70               1                   0.042               23.64               3.12543e+06         1.01051e+07         F 
2740                            5                   0.666               5                   0.25                19.70               1                   0.042               23.64               3.12482e+06         1.01055e+07         F 
2896                            5                   0.666               5                   0.25                19.70               0                   0.042               0                   3.12453e+06         1.0105e+07          F 
2658                            5                   0.666               5                   0.25                19.70               1                   0.042               23.64               3.12537e+06         1.0106e+07          F 
2659                            5                   0.666               5                   0.25                19.70               1                   0.042               23.64               3.12575e+06         1.01044e+07         F 
1313                            6                   0.696               4                   0.12                32.76               n/a                 n/a                 n/a                 3.13883e+06         1.01185e+07         F 
1330                            6                   0.696               4                   0.12                32.76               n/a                 n/a                 n/a                 3.13883e+06         1.01185e+07         F 
1345                            6                   0.696               4                   0.12                32.76               n/a                 n/a                 n/a                 3.13883e+06         1.01185e+07         F 
1314                            6                   0.696               4                   0.12                32.76               n/a                 n/a                 n/a                 3.13814e+06         1.01181e+07         F 
1334                            6                   0.696               4                   0.12                32.76               n/a                 n/a                 n/a                 3.13814e+06         1.01181e+07         F 
1346                            6                   0.696               4                   0.12                32.76               n/a                 n/a                 n/a                 3.13814e+06         1.01181e+07         F 
142                             7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12548e+06         1.00904e+07         F 
165                             7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12535e+06         1.00904e+07         F 
75                              7                   0.863               9                   1.33                6.79                1                   0.040               24.90               3.1255e+06          1.00897e+07         F 
1893                            7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12473e+06         1.00903e+07         F 
3286                            7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12578e+06         1.00913e+07         F 
192                             7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12648e+06         1.00905e+07         F 
193                             7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12648e+06         1.00905e+07         F 
153                             7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.1262e+06          1.00897e+07         F 
201                             7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.1262e+06          1.00897e+07         F 
131                             7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12634e+06         1.00898e+07         F 
156                             7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12634e+06         1.00898e+07         F 
1876                            7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12442e+06         1.00902e+07         F 
1887                            7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12442e+06         1.00902e+07         F 
1899                            7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12442e+06         1.00902e+07         F 
77                              7                   0.863               9                   1.33                6.79                1                   0.040               24.90               3.12542e+06         1.00893e+07         F 
1897                            7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12443e+06         1.00901e+07         F 
101                             7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12533e+06         1.00892e+07         F 
42                              7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12537e+06         1.00891e+07         F 
1886                            7                   0.863               9                   1.33                6.79                1                   0.040               24.90               3.12428e+06         1.00901e+07         F 
110                             7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12631e+06         1.00894e+07         F 
126                             7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12631e+06         1.00894e+07         F 
43                              7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12631e+06         1.00894e+07         F 
52                              7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12631e+06         1.00894e+07         F 
72                              7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12631e+06         1.00894e+07         F 
74                              7                   0.863               9                   1.33                6.79                n/a                 n/a                 n/a                 3.12631e+06         1.00894e+07         F 
1890                            7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12419e+06         1.00901e+07         F 
100                             7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12577e+06         1.00891e+07         F 
1883                            7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12419e+06         1.00896e+07         F 
3303                            7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.1257e+06          1.00918e+07         F 
79                              7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12669e+06         1.00894e+07         F 
3233                            7                   0.863               9                   1.33                6.79                0                   0.040               0                   3.12494e+06         1.00918e+07         F 
73                              7                   0.863               9                   1.33                6.79                1                   0.040               24.90               3.12667e+06         1.00892e+07         F 
1888                            7                   0.863               9                   1.33                6.79                1                   0.040               24.90               3.12396e+06         1.00897e+07         F 
1731                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.127e+06           1.0097e+07          F 
3295                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12658e+06         1.00968e+07         F 
3318                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12658e+06         1.00968e+07         F 
3276                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12664e+06         1.00961e+07         F 
3271                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12597e+06         1.00966e+07         F 
3285                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12597e+06         1.00966e+07         F 
3208                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12708e+06         1.00958e+07         F 
3301                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12708e+06         1.00958e+07         F 
3241                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12681e+06         1.00957e+07         F 
1702                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12744e+06         1.00983e+07         F 
1740                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12744e+06         1.00983e+07         F 
1778                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12744e+06         1.00983e+07         F 
1797                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12744e+06         1.00983e+07         F 
3325                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12582e+06         1.00963e+07         F 
1768                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12655e+06         1.00985e+07         F 
918                             8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12543e+06         1.00972e+07         F 
1759                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12661e+06         1.00987e+07         F 
1793                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12763e+06         1.00986e+07         F 
3297                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12666e+06         1.00954e+07         F 
3238                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12589e+06         1.00957e+07         F 
1696                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1264e+06          1.00988e+07         F 
1750                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1264e+06          1.00988e+07         F 
1791                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1264e+06          1.00988e+07         F 
1719                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12667e+06         1.00989e+07         F 
1698                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12589e+06         1.00986e+07         F 
1699                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12589e+06         1.00986e+07         F 
909                             8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12526e+06         1.00979e+07         F 
1714                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1279e+06          1.00988e+07         F 
1721                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1279e+06          1.00988e+07         F 
1761                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1279e+06          1.00988e+07         F 
902                             8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12544e+06         1.00983e+07         F 
903                             8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12557e+06         1.00985e+07         F 
2060                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12903e+06         1.00962e+07         F 
1795                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12646e+06         1.00992e+07         F 
1751                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12808e+06         1.00991e+07         F 
1775                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12808e+06         1.00991e+07         F 
1737                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12595e+06         1.00992e+07         F 
1745                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12595e+06         1.00992e+07         F 
1752                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.1272e+06          1.00995e+07         F 
2078                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12929e+06         1.00961e+07         F 
2111                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12929e+06         1.00961e+07         F 
2119                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12855e+06         1.0099e+07          F 
3242                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12566e+06         1.00949e+07         F 
3250                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12579e+06         1.00948e+07         F 
3291                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12522e+06         1.00952e+07         F 
1726                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12522e+06         1.00989e+07         F 
3212                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12549e+06         1.00949e+07         F 
3231                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12549e+06         1.00949e+07         F 
3243                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12549e+06         1.00949e+07         F 
3283                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12549e+06         1.00949e+07         F 
3296                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12549e+06         1.00949e+07         F 
3304                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12549e+06         1.00949e+07         F 
3305                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12549e+06         1.00949e+07         F 
1788                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12748e+06         1.00996e+07         F 
1730                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12586e+06         1.00994e+07         F 
1709                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1282e+06          1.00994e+07         F 
1760                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1282e+06          1.00994e+07         F 
1770                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.1282e+06          1.00994e+07         F 
3300                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12621e+06         1.00945e+07         F 
3227                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12544e+06         1.00948e+07         F 
919                             8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12469e+06         1.00956e+07         F 
910                             8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12471e+06         1.00955e+07         F 
3277                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12721e+06         1.00943e+07         F 
3224                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12568e+06         1.00946e+07         F 
3322                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12568e+06         1.00946e+07         F 
3327                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12568e+06         1.00946e+07         F 
1774                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12719e+06         1.00999e+07         F 
3253                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12612e+06         1.00943e+07         F 
3302                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12612e+06         1.00943e+07         F 
1695                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12822e+06         1.00997e+07         F 
1705                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12822e+06         1.00997e+07         F 
1706                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12822e+06         1.00997e+07         F 
1718                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12822e+06         1.00997e+07         F 
1754                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12822e+06         1.00997e+07         F 
1766                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12822e+06         1.00997e+07         F 
1777                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12822e+06         1.00997e+07         F 
3320                            8                   0.865               11                  2.05                5.37                0                   0.021               0                   3.12561e+06         1.00945e+07         F 
2058                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2061                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2062                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2068                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2073                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2074                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2077                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2079                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2082                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2086                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2096                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2102                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
2108                            8                   0.865               11                  2.05                5.37                n/a                 n/a                 n/a                 3.12999e+06         1.0097e+07          F 
