LOC_ID                          CLUSTER             P_VALUE             GBL_PVALUE          CLU_OBS             CLU_EXP             CLU_ODE             LOC_OBS             LOC_EXP             LOC_ODE             LOC_X               LOC_Y               GINI_CLUST
1057                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.1162e+06          1.00706e+07         F 
1065                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.1162e+06          1.00706e+07         F 
1174                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.1162e+06          1.00706e+07         F 
1071                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.11575e+06         1.00668e+07         F 
1164                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.11575e+06         1.00668e+07         F 
1199                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.11619e+06         1.00706e+07         F 
1206                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.11619e+06         1.00706e+07         F 
2232                            1                   0.0250              0.024               18                  5.12                3.52                0                   0                   0                   3.12365e+06         1.00685e+07         F 
1066                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.11622e+06         1.00658e+07         F 
1087                            1                   0.0250              0.024               18                  5.12                3.52                n/a                 n/a                 n/a                 3.11622e+06         1.00658e+07         F 
3032                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11431e+06         1.0093e+07          F 
3034                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11477e+06         1.00926e+07         F 
3025                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11458e+06         1.00936e+07         F 
3449                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11499e+06         1.00918e+07         F 
3033                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11455e+06         1.00943e+07         F 
3448                            2                   0.290               0.28                8                   1.32                6.05                0                   0.083               0                   3.11582e+06         1.00934e+07         F 
3435                            2                   0.290               0.28                8                   1.32                6.05                1                   0.083               12.09               3.11476e+06         1.00948e+07         F 
3023                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11468e+06         1.00951e+07         F 
3436                            2                   0.290               0.28                8                   1.32                6.05                0                   0.083               0                   3.11679e+06         1.00923e+07         F 
3441                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11697e+06         1.00926e+07         F 
2140                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11482e+06         1.00903e+07         F 
3446                            2                   0.290               0.28                8                   1.32                6.05                0                   0.083               0                   3.11707e+06         1.00926e+07         F 
3444                            2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.11508e+06         1.009e+07           F 
3450                            2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.11508e+06         1.009e+07           F 
2141                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11325e+06         1.00896e+07         F 
3442                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11813e+06         1.00933e+07         F 
2139                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11005e+06         1.00926e+07         F 
3443                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.1184e+06          1.00911e+07         F 
3434                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.1185e+06          1.00912e+07         F 
3447                            2                   0.290               0.28                8                   1.32                6.05                0                   0.083               0                   3.11867e+06         1.00915e+07         F 
3439                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.1159e+06          1.00976e+07         F 
3433                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11651e+06         1.00976e+07         F 
1879                            2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.11923e+06         1.00911e+07         F 
1880                            2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.11923e+06         1.00911e+07         F 
3199                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11704e+06         1.00882e+07         F 
3340                            2                   0.290               0.28                8                   1.32                6.05                0                   0.083               0                   3.10977e+06         1.00963e+07         F 
3344                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.10941e+06         1.00959e+07         F 
2924                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.10929e+06         1.00957e+07         F 
2925                            2                   0.290               0.28                8                   1.32                6.05                1                   0.083               12.09               3.10895e+06         1.00952e+07         F 
934                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12011e+06         1.00939e+07         F 
2926                            2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.10907e+06         1.00958e+07         F 
2927                            2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.10907e+06         1.00958e+07         F 
3198                            2                   0.290               0.28                8                   1.32                6.05                0                   0.083               0                   3.11708e+06         1.00876e+07         F 
930                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12045e+06         1.0094e+07          F 
3445                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12035e+06         1.00948e+07         F 
905                             2                   0.290               0.28                8                   1.32                6.05                0                   0.083               0                   3.12056e+06         1.00941e+07         F 
2137                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11423e+06         1.00864e+07         F 
3437                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12058e+06         1.00953e+07         F 
3440                            2                   0.290               0.28                8                   1.32                6.05                1                   0.083               12.09               3.12034e+06         1.00962e+07         F 
3068                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11596e+06         1.00997e+07         F 
3438                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12071e+06         1.00956e+07         F 
3197                            2                   0.290               0.28                8                   1.32                6.05                1                   0.083               12.09               3.11718e+06         1.00866e+07         F 
489                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11729e+06         1.00866e+07         F 
487                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11714e+06         1.00864e+07         F 
484                             2                   0.290               0.28                8                   1.32                6.05                1                   0.083               12.09               3.11713e+06         1.00863e+07         F 
3063                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12093e+06         1.0096e+07          F 
915                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12152e+06         1.00946e+07         F 
1905                            2                   0.290               0.28                8                   1.32                6.05                1                   0.083               12.09               3.12069e+06         1.00891e+07         F 
483                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11741e+06         1.00858e+07         F 
904                             2                   0.290               0.28                8                   1.32                6.05                0                   0.083               0                   3.12227e+06         1.00922e+07         F 
908                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12232e+06         1.00935e+07         F 
929                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12167e+06         1.00962e+07         F 
916                             2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.12241e+06         1.00932e+07         F 
920                             2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.12241e+06         1.00932e+07         F 
928                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12241e+06         1.00933e+07         F 
901                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.1221e+06          1.00954e+07         F 
488                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.1167e+06          1.0085e+07          F 
914                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12218e+06         1.00956e+07         F 
486                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11853e+06         1.00858e+07         F 
3065                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11657e+06         1.0101e+07          F 
1909                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12156e+06         1.00885e+07         F 
3346                            2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.10977e+06         1.01002e+07         F 
3348                            2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.10977e+06         1.01002e+07         F 
451                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11106e+06         1.00851e+07         F 
3070                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12172e+06         1.00972e+07         F 
2138                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.1102e+06          1.00855e+07         F 
450                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11175e+06         1.00847e+07         F 
449                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11145e+06         1.00848e+07         F 
237                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11392e+06         1.00842e+07         F 
1904                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12141e+06         1.00876e+07         F 
923                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12284e+06         1.00965e+07         F 
913                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.1235e+06          1.00943e+07         F 
917                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12257e+06         1.00974e+07         F 
3342                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11008e+06         1.01015e+07         F 
1881                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12337e+06         1.00898e+07         F 
924                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12343e+06         1.00959e+07         F 
485                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.11973e+06         1.0085e+07          F 
925                             2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.12392e+06         1.0093e+07          F 
931                             2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.12392e+06         1.0093e+07          F 
932                             2                   0.290               0.28                8                   1.32                6.05                n/a                 n/a                 n/a                 3.12392e+06         1.0093e+07          F 
912                             2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.12398e+06         1.00936e+07         F 
3347                            2                   0.290               0.28                8                   1.32                6.05                1                   0.083               12.09               3.10993e+06         1.01016e+07         F 
1249                            2                   0.290               0.28                8                   1.32                6.05                0                   0                   0                   3.1198e+06          1.00849e+07         F 
927                             2                   0.290               0.28                8                   1.32                6.05                1                   0.083               12.09               3.12357e+06         1.00963e+07         F 
273                             3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.1255e+06          1.00786e+07         F 
1942                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1943                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1944                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
1947                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12554e+06         1.00789e+07         F 
2530                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2531                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2537                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2544                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2546                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
264                             3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12686e+06         1.0078e+07          F 
297                             3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12686e+06         1.0078e+07          F 
1954                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12544e+06         1.00801e+07         F 
1946                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12537e+06         1.00802e+07         F 
2961                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12447e+06         1.00768e+07         F 
2928                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12583e+06         1.00766e+07         F 
295                             3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12644e+06         1.00766e+07         F 
2540                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.1236e+06          1.00774e+07         F 
298                             3                   0.440               0.44                18                  6.29                2.86                1                   0.17                6.05                3.12757e+06         1.00777e+07         F 
2934                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12645e+06         1.00763e+07         F 
2954                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12645e+06         1.00763e+07         F 
266                             3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12695e+06         1.00766e+07         F 
2941                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12347e+06         1.0077e+07          F 
2549                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12292e+06         1.0079e+07          F 
2945                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12523e+06         1.0076e+07          F 
2959                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12523e+06         1.0076e+07          F 
1937                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12811e+06         1.00794e+07         F 
2555                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12296e+06         1.0077e+07          F 
1952                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12525e+06         1.00816e+07         F 
1950                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12584e+06         1.00816e+07         F 
2533                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12267e+06         1.00772e+07         F 
1948                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12599e+06         1.00818e+07         F 
1957                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12581e+06         1.00819e+07         F 
2532                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12254e+06         1.00801e+07         F 
2551                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12254e+06         1.00801e+07         F 
2548                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12361e+06         1.00814e+07         F 
2517                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12171e+06         1.00774e+07         F 
2536                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12169e+06         1.00774e+07         F 
2529                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12415e+06         1.00824e+07         F 
2554                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12202e+06         1.00762e+07         F 
2553                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12176e+06         1.00765e+07         F 
2518                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2522                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2523                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2525                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2528                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12201e+06         1.00812e+07         F 
2515                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12153e+06         1.00768e+07         F 
2520                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.1216e+06          1.00807e+07         F 
2521                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.1216e+06          1.00807e+07         F 
2545                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.1216e+06          1.00807e+07         F 
2547                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.1216e+06          1.00807e+07         F 
2134                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12258e+06         1.00753e+07         F 
2543                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12141e+06         1.00804e+07         F 
2516                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12132e+06         1.00802e+07         F 
2527                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12132e+06         1.00802e+07         F 
2541                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12132e+06         1.00802e+07         F 
2534                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12147e+06         1.00806e+07         F 
2538                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12147e+06         1.00806e+07         F 
2539                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12206e+06         1.00815e+07         F 
2519                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12104e+06         1.00796e+07         F 
2940                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12631e+06         1.00741e+07         F 
2947                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12643e+06         1.00741e+07         F 
2542                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12103e+06         1.00798e+07         F 
2535                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12354e+06         1.00828e+07         F 
283                             3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12886e+06         1.00754e+07         F 
2943                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.1266e+06          1.00741e+07         F 
2955                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12732e+06         1.00742e+07         F 
1240                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12142e+06         1.00811e+07         F 
2556                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.1214e+06          1.00761e+07         F 
2946                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12738e+06         1.00741e+07         F 
2526                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12068e+06         1.00792e+07         F 
2524                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12062e+06         1.00787e+07         F 
2550                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12062e+06         1.00787e+07         F 
2944                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12539e+06         1.00737e+07         F 
2958                            3                   0.440               0.44                18                  6.29                2.86                n/a                 n/a                 n/a                 3.12539e+06         1.00737e+07         F 
2552                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12331e+06         1.0083e+07          F 
2932                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12664e+06         1.00737e+07         F 
2939                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12696e+06         1.00737e+07         F 
2951                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12696e+06         1.00737e+07         F 
1248                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12141e+06         1.00818e+07         F 
2133                            3                   0.440               0.44                18                  6.29                2.86                0                   0                   0                   3.12151e+06         1.00752e+07         F 
1955                            3                   0.440               0.44                18                  6.29                2.86                0                   0.17                0                   3.12555e+06         1.00839e+07         F 
