Incident_Number,X,Y,Time,Date,Hour,Day,DayN,Month,Year,Council_District,Neighbourhood_Name
20152931718,3096312.435,10140241.07,50:00.0,20/10/2015,2050,Tuesday,3,10,2015,6,ANDERSON MILL
20153031536,3095905.442,10141514.07,37:00.0,30/10/2015,1637,Friday,6,10,2015,6,ANDERSON MILL
20161511412,3091362.402,10132326.07,42:00.0,30/05/2016,2042,Monday,2,5,2016,6,ANDERSON MILL
20161711588,3087586.436,10139259.08,23:00.0,19/06/2016,2223,Sunday,1,6,2016,6,ANDERSON MILL
20162131668,3091642.433,10139210.08,45:00.0,31/07/2016,2245,Sunday,1,7,2016,6,ANDERSON MILL
2017241402,3103765.387,10131277.05,03:00.0,24/01/2017,1903,Tuesday,3,1,2017,6,ANDERSON MILL
2017250395,3095322.447,10142661.07,40:00.0,24/01/2017,1740,Tuesday,3,1,2017,6,ANDERSON MILL
2018251703,3095404.449,10142489.07,00:00.0,25/01/2018,2300,Thursday,5,1,2018,6,ANDERSON MILL
20182081227,3103659.384,10130923.04,42:00.0,27/07/2018,1642,Friday,6,7,2018,6,ANDERSON MILL
20183241515,3091371.403,10132634.07,42:00.0,20/11/2018,2042,Tuesday,3,11,2018,6,ANDERSON MILL
20151730275,3083068.404,10131644.08,00:00.0,22/06/2015,600,Monday,2,6,2015,6,ANDERSON MILL
20161080280,3096302.436,10140415.07,38:00.0,17/04/2016,338,Sunday,1,4,2016,6,ANDERSON MILL
20181200182,3098232.407,10134663.06,04:00.0,30/04/2018,404,Monday,2,4,2018,6,ANDERSON MILL
20153030800,3093010.414,10135174.07,00:00.0,30/10/2015,0,Friday,6,10,2015,6,ANDERSON MILL
20172891832,3093978.449,10142321.08,31:00.0,17/10/2017,31,Tuesday,3,10,2017,6,ANDERSON MILL
20182250013,3094120.438,10140262.07,13:00.0,13/08/2018,13,Monday,2,8,2018,6,ANDERSON MILL
2016981543,3096057.438,10140386.07,35:00.0,07/04/2016,1935,Thursday,5,4,2016,6,ANDERSON MILL
20161940162,3094909.439,10140398.07,00:00.0,12/07/2016,200,Tuesday,3,7,2016,6,ANDERSON MILL
2017330064,3097649.414,10135648.06,54:00.0,02/02/2017,54,Thursday,5,2,2017,6,ANDERSON MILL
20171021652,3093844.432,10139238.07,12:00.0,12/04/2017,2112,Wednesday,4,4,2017,6,ANDERSON MILL
20171830602,3102013.391,10132038.05,00:00.0,02/07/2017,200,Sunday,1,7,2017,6,ANDERSON MILL
2018380266,3100923.395,10132623.05,21:00.0,07/02/2018,721,Wednesday,4,2,2018,6,ANDERSON MILL
20151341085,3124797.151,10087019.99,00:00.0,14/05/2015,1400,Thursday,5,5,2015,4,WINDSOR PARK
20151181805,3129658.155,10087229,45:00.0,28/04/2015,2145,Tuesday,3,4,2015,4,WINDSOR PARK
20152051741,3125693.143,10085692.98,03:00.0,24/07/2015,2003,Friday,6,7,2015,4,WINDSOR PARK
20153471403,3125084.151,10086818.99,47:00.0,13/12/2015,1847,Sunday,1,12,2015,4,WINDSOR PARK
2015160034,3129874.158,10087700,45:00.0,15/01/2015,2245,Thursday,5,1,2015,4,WINDSOR PARK
2015231333,3126347.163,10088843,17:00.0,23/01/2015,1917,Friday,6,1,2015,4,WINDSOR PARK
2015891383,3125882.145,10085567.98,30:00.0,30/03/2015,1730,Monday,2,3,2015,4,WINDSOR PARK
20151081381,3125464.161,10088593.99,48:00.0,18/04/2015,1948,Saturday,7,4,2015,4,WINDSOR PARK
20152391855,3125091.155,10087245.99,02:00.0,27/08/2015,2102,Thursday,5,8,2015,4,WINDSOR PARK
20153471090,3124627.15,10086741.99,00:00.0,13/12/2015,1500,Sunday,1,12,2015,4,WINDSOR PARK
2015751237,3125227.156,10087817.99,37:00.0,16/03/2015,1837,Monday,2,3,2015,4,WINDSOR PARK
20151371842,3127852.135,10084301.98,32:00.0,17/05/2015,2232,Sunday,1,5,2015,4,WINDSOR PARK
20161721029,3129874.158,10087700,22:00.0,20/06/2016,1522,Monday,2,6,2016,4,WINDSOR PARK
20162080940,3125947.16,10088052,30:00.0,24/07/2016,1630,Sunday,1,7,2016,4,WINDSOR PARK
20162391692,3125609.162,10088381.99,35:00.0,26/08/2016,1935,Friday,6,8,2016,4,WINDSOR PARK
20162391995,3128865.148,10086098.99,50:00.0,26/08/2016,2150,Friday,6,8,2016,4,WINDSOR PARK
20162901436,3129874.158,10087700,12:00.0,16/10/2016,2012,Sunday,1,10,2016,4,WINDSOR PARK
20163211782,3126687.161,10088313,56:00.0,16/11/2016,2156,Wednesday,4,11,2016,4,WINDSOR PARK
20163221032,3125812.157,10087833.99,30:00.0,15/11/2016,1930,Tuesday,3,11,2016,4,WINDSOR PARK
20163660887,3125365.165,10089141,41:00.0,31/12/2016,1841,Saturday,7,12,2016,4,WINDSOR PARK
2017791756,3126306.168,10089391,21:00.0,20/03/2017,2221,Monday,2,3,2017,4,WINDSOR PARK
2017871206,3125554.155,10087438.99,30:00.0,28/03/2017,1530,Tuesday,3,3,2017,4,WINDSOR PARK
2017880985,3125812.157,10087833.99,02:00.0,29/03/2017,1402,Wednesday,4,3,2017,4,WINDSOR PARK
20171771786,3126032.155,10087529.99,18:00.0,26/06/2017,2218,Monday,2,6,2017,4,WINDSOR PARK
20171970979,3126687.161,10088313,27:00.0,16/07/2017,1527,Sunday,1,7,2017,4,WINDSOR PARK
20172310797,3125812.157,10087833.99,53:00.0,19/08/2017,1353,Saturday,7,8,2017,4,WINDSOR PARK
20172420939,3125947.16,10088052,33:00.0,30/08/2017,1333,Wednesday,4,8,2017,4,WINDSOR PARK
20172661415,3125812.157,10087833.99,24:00.0,23/09/2017,1924,Saturday,7,9,2017,4,WINDSOR PARK
20173251567,3129658.155,10087229,04:00.0,21/11/2017,2204,Tuesday,3,11,2017,4,WINDSOR PARK
20173291281,3126306.168,10089391,51:00.0,25/11/2017,2051,Saturday,7,11,2017,4,WINDSOR PARK
20173331706,3126063.155,10087337.99,59:00.0,29/11/2017,2159,Wednesday,4,11,2017,4,WINDSOR PARK
20173481314,3125525.152,10086928.99,02:00.0,14/12/2017,2102,Thursday,5,12,2017,4,WINDSOR PARK
20173561018,3129658.155,10087229,19:00.0,22/12/2017,1619,Friday,6,12,2017,4,WINDSOR PARK
2018131325,3125525.152,10086928.99,43:00.0,13/01/2018,2143,Saturday,7,1,2018,4,WINDSOR PARK
2018211402,3129658.155,10087229,14:00.0,21/01/2018,2114,Sunday,1,1,2018,4,WINDSOR PARK
2018261557,3125211.151,10086636.99,28:00.0,26/01/2018,2028,Friday,6,1,2018,4,WINDSOR PARK
2018531377,3129308.153,10086893,46:00.0,22/02/2018,2046,Thursday,5,2,2018,4,WINDSOR PARK
2018591304,3125464.161,10088593.99,29:00.0,28/02/2018,1729,Wednesday,4,2,2018,4,WINDSOR PARK
2018841545,3125525.152,10086928.99,44:00.0,25/03/2018,2144,Sunday,1,3,2018,4,WINDSOR PARK
20181061304,3125018.155,10087693.99,12:00.0,16/04/2018,1812,Monday,2,4,2018,4,WINDSOR PARK
20181701641,3125211.151,10086636.99,21:00.0,19/06/2018,2121,Tuesday,3,6,2018,4,WINDSOR PARK
20181741168,3124797.151,10087019.99,20:00.0,23/06/2018,1720,Saturday,7,6,2018,4,WINDSOR PARK
20182901649,3126347.163,10088843,50:00.0,17/10/2018,2350,Wednesday,4,10,2018,4,WINDSOR PARK
20182961346,3124902.155,10087775.99,38:00.0,23/10/2018,1938,Tuesday,3,10,2018,4,WINDSOR PARK
20151080800,3126916.163,10088524,50:00.0,18/04/2015,1250,Saturday,7,4,2015,4,WINDSOR PARK
20151730581,3124901.155,10087483.99,08:00.0,22/06/2015,1108,Monday,2,6,2015,4,WINDSOR PARK
20152650155,3125091.155,10087245.99,30:00.0,22/09/2015,330,Tuesday,3,9,2015,4,WINDSOR PARK
20161490386,3125464.161,10088593.99,37:00.0,28/05/2016,437,Saturday,7,5,2016,4,WINDSOR PARK
20161740082,3127286.166,10088885,07:00.0,22/06/2016,107,Wednesday,4,6,2016,4,WINDSOR PARK
2017720434,3126306.168,10089391,05:00.0,13/03/2017,805,Monday,2,3,2017,4,WINDSOR PARK
2017810635,3126668.166,10089222,30:00.0,22/03/2017,1030,Wednesday,4,3,2017,4,WINDSOR PARK
2017820317,3126306.168,10089391,36:00.0,23/03/2017,636,Thursday,5,3,2017,4,WINDSOR PARK
2017880317,3125503.17,10089728,40:00.0,29/03/2017,740,Wednesday,4,3,2017,4,WINDSOR PARK
20171050580,3126636.164,10088925,56:00.0,15/04/2017,956,Saturday,7,4,2017,4,WINDSOR PARK
20171180371,3125421.167,10089287,06:00.0,28/04/2017,1006,Friday,6,4,2017,4,WINDSOR PARK
20171420531,3124901.155,10087483.99,55:00.0,22/05/2017,1155,Monday,2,5,2017,4,WINDSOR PARK
20171660186,3126687.166,10089390,19:00.0,15/06/2017,419,Thursday,5,6,2017,4,WINDSOR PARK
2018210401,3126148.159,10087778,32:00.0,21/01/2018,632,Sunday,1,1,2018,4,WINDSOR PARK
2018550549,3126916.163,10088524,06:00.0,24/02/2018,906,Saturday,7,2,2018,4,WINDSOR PARK
2018800671,3124917.159,10088078.99,13:00.0,21/03/2018,1013,Wednesday,4,3,2018,4,WINDSOR PARK
2018830402,3128535.159,10087803,22:00.0,24/03/2018,622,Saturday,7,3,2018,4,WINDSOR PARK
20181770244,3127852.135,10084301.98,37:00.0,26/06/2018,537,Tuesday,3,6,2018,4,WINDSOR PARK
20182630469,3126293.159,10087950.99,44:00.0,20/09/2018,844,Thursday,5,9,2018,4,WINDSOR PARK
20182650289,3129658.155,10087229,13:00.0,22/09/2018,313,Saturday,7,9,2018,4,WINDSOR PARK
20171380051,3124803.155,10087370.99,05:00.0,18/05/2017,5,Thursday,5,5,2017,4,WINDSOR PARK
20172600080,3128016.146,10085716.99,44:00.0,17/09/2017,44,Sunday,1,9,2017,4,WINDSOR PARK
20181690024,3125607.151,10087027.99,15:00.0,18/06/2018,15,Monday,2,6,2018,4,WINDSOR PARK
20182881730,3131112.139,10084812.99,01:00.0,16/10/2018,1,Tuesday,3,10,2018,4,WINDSOR PARK
2015601525,3125211.151,10086636.99,45:00.0,01/03/2015,2345,Sunday,1,3,2015,4,WINDSOR PARK
20151311696,3129658.155,10087229,50:00.0,11/05/2015,2150,Monday,2,5,2015,4,WINDSOR PARK
20151541548,3126063.155,10087337.99,06:00.0,03/06/2015,2006,Wednesday,4,6,2015,4,WINDSOR PARK
20152520173,3127852.135,10084301.98,48:00.0,09/09/2015,248,Wednesday,4,9,2015,4,WINDSOR PARK
20153421966,3127328.149,10086574.99,47:00.0,08/12/2015,2247,Tuesday,3,12,2015,4,WINDSOR PARK
20152131903,3125947.16,10088052,30:00.0,01/08/2015,2230,Saturday,7,8,2015,4,WINDSOR PARK
20152490410,3126687.161,10088313,47:00.0,06/09/2015,447,Sunday,1,9,2015,4,WINDSOR PARK
20152811913,3127286.166,10088885,20:00.0,08/10/2015,2220,Thursday,5,10,2015,4,WINDSOR PARK
201630201,3126347.163,10088843,35:00.0,03/01/2016,235,Sunday,1,1,2016,4,WINDSOR PARK
2016110100,3125765.164,10089050,25:00.0,11/01/2016,25,Monday,2,1,2016,4,WINDSOR PARK
2016121716,3125329.165,10089167,30:00.0,12/01/2016,2230,Tuesday,3,1,2016,4,WINDSOR PARK
2016940982,3125010.158,10087889.99,52:00.0,03/04/2016,1252,Sunday,1,4,2016,4,WINDSOR PARK
20161021514,3125464.161,10088593.99,50:00.0,11/04/2016,1850,Monday,2,4,2016,4,WINDSOR PARK
20161601962,3127013.163,10088625,33:00.0,08/06/2016,2333,Wednesday,4,6,2016,4,WINDSOR PARK
20161630346,3125091.155,10087245.99,58:00.0,11/06/2016,358,Saturday,7,6,2016,4,WINDSOR PARK
20161881812,3125138.154,10087428.99,57:00.0,06/07/2016,2357,Wednesday,4,7,2016,4,WINDSOR PARK
20162251668,3130144.129,10083259.98,50:00.0,12/08/2016,2050,Friday,6,8,2016,4,WINDSOR PARK
20163410071,3126756.148,10086359.99,57:00.0,06/12/2016,57,Tuesday,3,12,2016,4,WINDSOR PARK
20163451041,3124901.155,10087483.99,51:00.0,10/12/2016,1551,Saturday,7,12,2016,4,WINDSOR PARK
2017371004,3126306.168,10089391,24:00.0,06/02/2017,1524,Monday,2,2,2017,4,WINDSOR PARK
20171220981,3125867.154,10087403.99,30:00.0,02/05/2017,1330,Tuesday,3,5,2017,4,WINDSOR PARK
20171270593,3126347.163,10088843,40:00.0,07/05/2017,840,Sunday,1,5,2017,4,WINDSOR PARK
20171631561,3125852.153,10087283.99,10:00.0,12/06/2017,1910,Monday,2,6,2017,4,WINDSOR PARK
20171841908,3126087.161,10088688,49:00.0,03/07/2017,2249,Monday,2,7,2017,4,WINDSOR PARK
20172811434,3125464.161,10088593.99,15:00.0,08/10/2017,2015,Sunday,1,10,2017,4,WINDSOR PARK
20173110242,3125091.155,10087245.99,05:00.0,07/11/2017,505,Tuesday,3,11,2017,4,WINDSOR PARK
20173460143,3125091.155,10087245.99,49:00.0,12/12/2017,249,Tuesday,3,12,2017,4,WINDSOR PARK
201871237,3129658.155,10087229,12:00.0,07/01/2018,2012,Sunday,1,1,2018,4,WINDSOR PARK
201870362,3125034.15,10086509.99,00:00.0,07/01/2018,700,Sunday,1,1,2018,4,WINDSOR PARK
2018390468,3126916.163,10088524,09:00.0,08/02/2018,909,Thursday,5,2,2018,4,WINDSOR PARK
2018400585,3125211.151,10086636.99,00:00.0,09/02/2018,900,Friday,6,2,2018,4,WINDSOR PARK
2018640710,3126347.163,10088843,31:00.0,05/03/2018,1631,Monday,2,3,2018,4,WINDSOR PARK
2018701609,3126636.164,10088925,12:00.0,11/03/2018,2212,Sunday,1,3,2018,4,WINDSOR PARK
2018970357,3125358.151,10086775.99,26:00.0,07/04/2018,426,Saturday,7,4,2018,4,WINDSOR PARK
20181281897,3125409.151,10086848.99,53:00.0,08/05/2018,2353,Tuesday,3,5,2018,4,WINDSOR PARK
20181600847,3126306.168,10089391,00:00.0,09/06/2018,1200,Saturday,7,6,2018,4,WINDSOR PARK
20171451065,3131381.121,10081726.98,22:00.0,25/05/2017,1422,Thursday,5,5,2017,9,WINDSOR PARK
20153341014,3130621.172,10089802.01,26:00.0,30/11/2015,1626,Monday,2,11,2015,1,WINDSOR PARK
2015131491,3127681.168,10089280,13:00.0,13/01/2015,2113,Tuesday,3,1,2015,1,WINDSOR PARK
20151141464,3131190.17,10089534.01,14:00.0,24/04/2015,1814,Friday,6,4,2015,1,WINDSOR PARK
20152291804,3126338.17,10089761,36:00.0,17/08/2015,2236,Monday,2,8,2015,1,WINDSOR PARK
20152402237,3130743.167,10088767.01,36:00.0,28/08/2015,2336,Friday,6,8,2015,1,WINDSOR PARK
20152670900,3130060.173,10090240.01,30:00.0,23/09/2015,2030,Wednesday,4,9,2015,1,WINDSOR PARK
2015281384,3130387.173,10090125.01,22:00.0,28/01/2015,1822,Wednesday,4,1,2015,1,WINDSOR PARK
2016731006,3133579.15,10086393,32:00.0,13/03/2016,1432,Sunday,1,3,2016,1,WINDSOR PARK
20161121005,3131957.155,10087045,05:00.0,21/04/2016,1605,Thursday,5,4,2016,1,WINDSOR PARK
20161721092,3131022.164,10088678.01,22:00.0,20/06/2016,1622,Monday,2,6,2016,1,WINDSOR PARK
20162270948,3133309.14,10084620.99,50:00.0,14/08/2016,1350,Sunday,1,8,2016,1,WINDSOR PARK
20162921106,3133309.14,10084620.99,10:00.0,18/10/2016,1610,Tuesday,3,10,2016,1,WINDSOR PARK
20163261656,3133752.176,10090354.02,15:00.0,21/11/2016,2215,Monday,2,11,2016,1,WINDSOR PARK
20173011719,3127494.166,10089086,00:00.0,28/10/2017,2000,Saturday,7,10,2017,1,WINDSOR PARK
20173290918,3125482.174,10090367,40:00.0,25/11/2017,1640,Saturday,7,11,2017,1,WINDSOR PARK
2018521324,3133433.163,10088187.01,30:00.0,16/02/2018,1630,Friday,6,2,2018,1,WINDSOR PARK
2018551305,3132423.16,10087834.01,18:00.0,24/02/2018,1818,Saturday,7,2,2018,1,WINDSOR PARK
20181431069,3128297.173,10090002.01,56:00.0,23/05/2018,1556,Wednesday,4,5,2018,1,WINDSOR PARK
20181491757,3132975.18,10090934.02,48:00.0,29/05/2018,2148,Tuesday,3,5,2018,1,WINDSOR PARK
20182121604,3131256.176,10090286.01,04:00.0,31/07/2018,2104,Tuesday,3,7,2018,1,WINDSOR PARK
20182411411,3128518.173,10090123.01,06:00.0,29/08/2018,1806,Wednesday,4,8,2018,1,WINDSOR PARK
20162880919,3135818.149,10086043,00:00.0,14/10/2016,1200,Friday,6,10,2016,1,WINDSOR PARK
20151050331,3133779.15,10086243,00:00.0,15/04/2015,700,Wednesday,4,4,2015,1,WINDSOR PARK
20151150964,3133697.144,10085350,20:00.0,25/04/2015,1120,Saturday,7,4,2015,1,WINDSOR PARK
20152650197,3133697.144,10085350,45:00.0,22/09/2015,445,Tuesday,3,9,2015,1,WINDSOR PARK
20151510685,3126203.169,10089664,20:00.0,31/05/2015,220,Sunday,1,5,2015,1,WINDSOR PARK
20152410556,3128889.172,10090069.01,00:00.0,29/08/2015,1000,Saturday,7,8,2015,1,WINDSOR PARK
20152610592,3133392.138,10084543.99,15:00.0,18/09/2015,915,Friday,6,9,2015,1,WINDSOR PARK
20161520311,3126338.17,10089761,28:00.0,31/05/2016,628,Tuesday,3,5,2016,1,WINDSOR PARK
20161980344,3130060.173,10090240.01,58:00.0,16/07/2016,458,Saturday,7,7,2016,1,WINDSOR PARK
20162690130,3131256.176,10090286.01,05:00.0,25/09/2016,105,Sunday,1,9,2016,1,WINDSOR PARK
2017230733,3133107.139,10084495.99,49:00.0,23/01/2017,1149,Monday,2,1,2017,1,WINDSOR PARK
20172680113,3130167.164,10088489,48:00.0,25/09/2017,148,Monday,2,9,2017,1,WINDSOR PARK
20173031002,3130791.169,10089186.01,00:00.0,27/10/2017,900,Friday,6,10,2017,1,WINDSOR PARK
20173330701,3130694.157,10087336,26:00.0,29/11/2017,1126,Wednesday,4,11,2017,1,WINDSOR PARK
2018160493,3130060.173,10090240.01,50:00.0,16/01/2018,950,Tuesday,3,1,2018,1,WINDSOR PARK
2018170268,3128297.173,10090002.01,58:00.0,17/01/2018,658,Wednesday,4,1,2018,1,WINDSOR PARK
2018210316,3125347.172,10090393,58:00.0,21/01/2018,358,Sunday,1,1,2018,1,WINDSOR PARK
2018300521,3130087.162,10088547,00:00.0,29/01/2018,300,Monday,2,1,2018,1,WINDSOR PARK
20183000848,3132633.179,10090851.02,00:00.0,27/10/2018,200,Saturday,7,10,2018,1,WINDSOR PARK
20183340109,3134299.158,10087242.01,56:00.0,30/11/2018,256,Friday,6,11,2018,1,WINDSOR PARK
20153551716,3130903.132,10083322.98,03:00.0,22/12/2015,3,Tuesday,3,12,2015,1,WINDSOR PARK
20172941785,3130387.173,10090125.01,09:00.0,22/10/2017,9,Sunday,1,10,2017,1,WINDSOR PARK
2018850036,3132464.135,10083868.99,48:00.0,26/03/2018,48,Monday,2,3,2018,1,WINDSOR PARK
20151521083,3133309.14,10084620.99,54:00.0,01/06/2015,1454,Monday,2,6,2015,1,WINDSOR PARK
20152450241,3131002.151,10086543,17:00.0,02/09/2015,517,Wednesday,4,9,2015,1,WINDSOR PARK
20153091341,3131256.176,10090286.01,13:00.0,05/11/2015,1813,Thursday,5,11,2015,1,WINDSOR PARK
2015991588,3133579.15,10086393,31:00.0,09/04/2015,2031,Thursday,5,4,2015,1,WINDSOR PARK
20153510656,3130705.172,10089711.01,00:00.0,02/12/2015,2200,Wednesday,4,12,2015,1,WINDSOR PARK
2016321639,3133244.139,10084437.99,04:00.0,01/02/2016,2004,Monday,2,2,2016,1,WINDSOR PARK
2016621544,3132292.156,10087279,50:00.0,02/03/2016,1950,Wednesday,4,3,2016,1,WINDSOR PARK
20162791871,3131819.126,10082712.98,40:00.0,05/10/2016,2240,Wednesday,4,10,2016,1,WINDSOR PARK
20163071110,3133579.15,10086393,52:00.0,02/11/2016,1552,Wednesday,4,11,2016,1,WINDSOR PARK
20163070629,3133309.14,10084620.99,00:00.0,02/11/2016,1000,Wednesday,4,11,2016,1,WINDSOR PARK
20163101062,3133309.14,10084620.99,33:00.0,05/11/2016,1633,Saturday,7,11,2016,1,WINDSOR PARK
20163411103,3134791.149,10086126,30:00.0,03/12/2016,2330,Saturday,7,12,2016,1,WINDSOR PARK
20163421616,3130535.153,10086851,30:00.0,07/12/2016,2030,Wednesday,4,12,2016,1,WINDSOR PARK
2017350259,3128889.172,10090069.01,00:00.0,04/02/2017,300,Saturday,7,2,2017,1,WINDSOR PARK
2017630883,3133357.138,10084523.99,00:00.0,03/03/2017,2100,Friday,6,3,2017,1,WINDSOR PARK
2017641630,3132603.135,10083736.99,28:00.0,06/03/2017,28,Monday,2,3,2017,1,WINDSOR PARK
20171241802,3132996.141,10084706.99,28:00.0,04/05/2017,2028,Thursday,5,5,2017,1,WINDSOR PARK
20171241151,3130387.173,10090125.01,00:00.0,03/05/2017,2200,Wednesday,4,5,2017,1,WINDSOR PARK
20171281553,3133579.15,10086393,30:00.0,08/05/2017,2230,Monday,2,5,2017,1,WINDSOR PARK
20173441324,3132975.18,10090934.02,49:00.0,10/12/2017,1849,Sunday,1,12,2017,1,WINDSOR PARK
20175049176,3126483.173,10090453,41:00.0,10/12/2017,541,Sunday,1,12,2017,1,WINDSOR PARK
20173440464,3126483.173,10090453,05:00.0,10/12/2017,705,Sunday,1,12,2017,1,WINDSOR PARK
20173441277,3133244.139,10084437.99,18:00.0,10/12/2017,1818,Sunday,1,12,2017,1,WINDSOR PARK
20173450067,3133384.163,10088206.01,45:00.0,10/12/2017,2345,Sunday,1,12,2017,1,WINDSOR PARK
201811662,3133244.139,10084437.99,44:00.0,01/01/2018,1944,Monday,2,1,2018,1,WINDSOR PARK
201820126,3130922.154,10087171,40:00.0,02/01/2018,240,Tuesday,3,1,2018,1,WINDSOR PARK
2018340200,3128889.172,10090069.01,20:00.0,03/02/2018,220,Saturday,7,2,2018,1,WINDSOR PARK
20181271166,3133579.15,10086393,01:00.0,06/05/2018,1,Sunday,1,5,2018,1,WINDSOR PARK
20181271768,3131819.126,10082712.98,57:00.0,07/05/2018,2257,Monday,2,5,2018,1,WINDSOR PARK
20185018092,3126203.169,10089664,37:00.0,09/05/2018,437,Wednesday,4,5,2018,1,WINDSOR PARK
20181321958,3131957.155,10087045,37:00.0,12/05/2018,2337,Saturday,7,5,2018,1,WINDSOR PARK
20181870932,3133502.181,10090906.02,14:00.0,06/07/2018,1414,Friday,6,7,2018,1,WINDSOR PARK
20183070928,3128816.173,10090094.01,49:00.0,03/11/2018,1349,Saturday,7,11,2018,1,WINDSOR PARK
20183160758,3133107.139,10084495.99,43:00.0,12/11/2018,1243,Monday,2,11,2018,1,WINDSOR PARK
2015231439,3108707.038,10056042.96,23:00.0,23/01/2015,2023,Friday,6,1,2015,3,DAWSON
20171521613,3110841.032,10059838.94,00:00.0,28/05/2017,1800,Sunday,1,5,2017,3,DAWSON
20173651261,3110407.032,10059213.95,49:00.0,31/12/2017,2149,Sunday,1,12,2017,3,DAWSON
20151400112,3110841.032,10059838.94,36:00.0,20/05/2015,136,Wednesday,4,5,2015,3,DAWSON
20161950785,3110162.032,10058772.95,51:00.0,13/07/2016,1151,Wednesday,4,7,2016,3,DAWSON
20162880235,3108707.038,10056042.96,20:00.0,14/10/2016,320,Friday,6,10,2016,3,DAWSON
2018280372,3107379.04,10057496.96,22:00.0,28/01/2018,422,Sunday,1,1,2018,3,DAWSON
2018771014,3109219.033,10061190.95,15:00.0,18/03/2018,115,Sunday,1,3,2018,3,DAWSON
20171760002,3110841.032,10059838.94,00:00.0,25/06/2017,0,Sunday,1,6,2017,3,DAWSON
2017651599,3109392.035,10060184.95,11:00.0,06/03/2017,2011,Monday,2,3,2017,3,DAWSON
20171631336,3110841.032,10059838.94,02:00.0,12/06/2017,1402,Monday,2,6,2017,3,DAWSON
20172830897,3108750.037,10056222.96,05:00.0,10/10/2017,1305,Tuesday,3,10,2017,3,DAWSON
20182191829,3109372.034,10061063.94,26:00.0,07/08/2018,1826,Tuesday,3,8,2018,3,DAWSON
20182490083,3109607.032,10060734.95,02:00.0,06/09/2018,502,Thursday,5,9,2018,3,DAWSON
20183391487,3109372.034,10061063.94,05:00.0,05/12/2018,2005,Wednesday,4,12,2018,3,DAWSON
2015191769,3114459.091,10076476.95,38:00.0,19/01/2015,2338,Monday,2,1,2015,9,WEST UNIVERSITY
2015840464,3114454.085,10075757.95,00:00.0,21/03/2015,1700,Saturday,7,3,2015,9,WEST UNIVERSITY
20151520166,3113321.126,10082897.96,30:00.0,31/05/2015,2130,Sunday,1,5,2015,9,WEST UNIVERSITY
2016861801,3114041.114,10080774.96,44:00.0,26/03/2016,2244,Saturday,7,3,2016,9,WEST UNIVERSITY
20163040073,3114422.109,10079817.96,10:00.0,28/10/2016,2310,Friday,6,10,2016,9,WEST UNIVERSITY
20173300644,3114129.11,10079998.95,55:00.0,26/11/2017,1355,Sunday,1,11,2017,9,WEST UNIVERSITY
2018181617,3114430.104,10078998.95,30:00.0,18/01/2018,2130,Thursday,5,1,2018,9,WEST UNIVERSITY
2018191108,3114544.089,10076416.95,04:00.0,19/01/2018,1604,Friday,6,1,2018,9,WEST UNIVERSITY
2018191068,3114260.095,10077746.95,46:00.0,19/01/2018,1546,Friday,6,1,2018,9,WEST UNIVERSITY
2018221670,3114544.089,10076416.95,20:00.0,22/01/2018,2220,Monday,2,1,2018,9,WEST UNIVERSITY
2018511478,3114260.095,10077746.95,40:00.0,20/02/2018,2140,Tuesday,3,2,2018,9,WEST UNIVERSITY
20182321975,3113514.105,10079071.95,28:00.0,20/08/2018,2328,Monday,2,8,2018,9,WEST UNIVERSITY
20182370970,3114663.088,10076359.95,00:00.0,25/08/2018,1400,Saturday,7,8,2018,9,WEST UNIVERSITY
2015800602,3113425.127,10083076.96,55:00.0,21/03/2015,855,Saturday,7,3,2015,9,WEST UNIVERSITY
2015870177,3112577.103,10078856.95,59:00.0,28/03/2015,659,Saturday,7,3,2015,9,WEST UNIVERSITY
20152650081,3114332.105,10078910.95,29:00.0,22/09/2015,129,Tuesday,3,9,2015,9,WEST UNIVERSITY
20152860080,3113917.134,10084249.96,03:00.0,13/10/2015,203,Tuesday,3,10,2015,9,WEST UNIVERSITY
20151030678,3114451.099,10077849.95,15:00.0,13/04/2015,1115,Monday,2,4,2015,9,WEST UNIVERSITY
20161770281,3112991.118,10081539.96,30:00.0,25/06/2016,130,Saturday,7,6,2016,9,WEST UNIVERSITY
20162060129,3112992.094,10077014.95,00:00.0,24/07/2016,100,Sunday,1,7,2016,9,WEST UNIVERSITY
20162980316,3114446.096,10077687.95,15:00.0,24/10/2016,815,Monday,2,10,2016,9,WEST UNIVERSITY
20171231272,3112909.092,10076580.95,30:00.0,30/04/2017,230,Sunday,1,4,2017,9,WEST UNIVERSITY
20181730087,3113549.109,10079789.95,03:00.0,22/06/2018,103,Friday,6,6,2018,9,WEST UNIVERSITY
20183640234,3115039.085,10075670.95,00:00.0,30/12/2018,200,Sunday,1,12,2018,9,WEST UNIVERSITY
2015670358,3113483.099,10077989.95,58:00.0,08/03/2015,358,Sunday,1,3,2015,9,WEST UNIVERSITY
20151010276,3113514.105,10079071.95,10:00.0,11/04/2015,210,Saturday,7,4,2015,9,WEST UNIVERSITY
20151021525,3112023.102,10078865.95,20:00.0,10/04/2015,1220,Friday,6,4,2015,9,WEST UNIVERSITY
2015420630,3114427.095,10077495.95,34:00.0,11/02/2015,1034,Wednesday,4,2,2015,9,WEST UNIVERSITY
