Incident_Number,X,Y,Time,Date,Hour,Day,DayN,Month,Year,Council_District,Neighbourhood_Name
2016601315,3114684.191,10095055.99,00:00.0,29/02/2016,1700,Monday,2,2,2016,7,ALLANDALE
2018501656,3116491.237,10102599.01,51:00.0,19/02/2018,2151,Monday,2,2,2018,7,ALLANDALE
20182631487,3114582.184,10093588.98,40:00.0,20/09/2018,1940,Thursday,5,9,2018,7,ALLANDALE
20183581058,3114724.239,10103591,21:00.0,24/12/2018,2121,Monday,2,12,2018,7,ALLANDALE
20161740820,3116491.237,10102599.01,42:00.0,22/06/2016,1242,Wednesday,4,6,2016,7,ALLANDALE
20162040119,3114406.239,10103810,53:00.0,22/07/2016,353,Friday,6,7,2016,7,ALLANDALE
20162102006,3116491.237,10102599.01,39:00.0,29/07/2016,139,Friday,6,7,2016,7,ALLANDALE
20171790024,3116491.237,10102599.01,09:00.0,28/06/2017,109,Wednesday,4,6,2017,7,ALLANDALE
20172290168,3117086.238,10102821.01,44:00.0,17/08/2017,244,Thursday,5,8,2017,7,ALLANDALE
20181040584,3114314.181,10092956.98,08:00.0,14/04/2018,1008,Saturday,7,4,2018,7,ALLANDALE
2015710594,3114550.189,10094305.98,22:00.0,12/03/2015,922,Thursday,5,3,2015,7,ALLANDALE
20153150297,3114767.178,10092593.98,30:00.0,11/11/2015,530,Wednesday,4,11,2015,7,ALLANDALE
20152461314,3116491.237,10102599.01,25:00.0,03/09/2015,1725,Thursday,5,9,2015,7,ALLANDALE
20152511271,3116491.237,10102599.01,24:00.0,08/09/2015,1624,Tuesday,3,9,2015,7,ALLANDALE
20153050837,3116491.237,10102599.01,24:00.0,01/11/2015,624,Sunday,1,11,2015,7,ALLANDALE
2016941885,3115547.242,10103621.01,00:00.0,03/04/2016,2100,Sunday,1,4,2016,7,ALLANDALE
20172221267,3116491.237,10102599.01,45:00.0,10/08/2017,1745,Thursday,5,8,2017,7,ALLANDALE
20181581150,3116491.237,10102599.01,05:00.0,07/06/2018,1505,Thursday,5,6,2018,7,ALLANDALE
20152971221,3106360.046,10050663.99,25:00.0,24/10/2015,1725,Saturday,7,10,2015,3,EAST CONGRESS
2016811452,3109399.037,10053309.97,52:00.0,21/03/2016,1952,Monday,2,3,2016,3,EAST CONGRESS
20171131733,3110629.037,10052559.96,06:00.0,23/04/2017,2306,Sunday,1,4,2017,3,EAST CONGRESS
20172001154,3108048.043,10046004.99,21:00.0,19/07/2017,1621,Wednesday,4,7,2017,3,EAST CONGRESS
20173641051,3110514.036,10052727.96,45:00.0,30/12/2017,1745,Saturday,7,12,2017,3,EAST CONGRESS
20181470838,3110629.037,10052559.96,01:00.0,27/05/2018,1501,Sunday,1,5,2018,3,EAST CONGRESS
2015760858,3110629.037,10052559.96,38:00.0,17/03/2015,1238,Tuesday,3,3,2015,3,EAST CONGRESS
2015590756,3107905.039,10053742.97,06:00.0,28/02/2015,1006,Saturday,7,2,2015,3,EAST CONGRESS
20162900486,3106920.045,10046129.99,00:00.0,16/10/2016,600,Sunday,1,10,2016,3,EAST CONGRESS
20172120606,3108157.04,10053698.97,37:00.0,31/07/2017,1037,Monday,2,7,2017,3,EAST CONGRESS
20172400289,3110514.036,10052727.96,50:00.0,28/08/2017,750,Monday,2,8,2017,3,EAST CONGRESS
2016581057,3110514.036,10052727.96,44:00.0,27/02/2016,44,Saturday,7,2,2016,3,EAST CONGRESS
2015390474,3107905.039,10053742.97,54:00.0,08/02/2015,654,Sunday,1,2,2015,3,EAST CONGRESS
2015661835,3106179.047,10046762,43:00.0,07/03/2015,2143,Saturday,7,3,2015,3,EAST CONGRESS
20161571188,3110514.036,10052727.96,30:00.0,05/06/2016,1730,Sunday,1,6,2016,3,EAST CONGRESS
20162510589,3110121.035,10052886.96,02:00.0,07/09/2016,1002,Wednesday,4,9,2016,3,EAST CONGRESS
20162540213,3109686.04,10051551.97,15:00.0,10/09/2016,215,Saturday,7,9,2016,3,EAST CONGRESS
20162770978,3110395.037,10052744.96,49:00.0,03/10/2016,1449,Monday,2,10,2016,3,EAST CONGRESS
20171221902,3110629.037,10052559.96,23:00.0,02/05/2017,2223,Tuesday,3,5,2017,3,EAST CONGRESS
20172840774,3109777.037,10053164.97,13:00.0,11/10/2017,1213,Wednesday,4,10,2017,3,EAST CONGRESS
20181881439,3107115.043,10051026.98,37:00.0,07/07/2018,1937,Saturday,7,7,2018,3,EAST CONGRESS
20183132105,3106179.047,10046762,49:00.0,09/11/2018,2349,Friday,6,11,2018,3,EAST CONGRESS
20153561949,3120934.203,10096041.01,03:00.0,22/12/2015,2303,Tuesday,3,12,2015,7,CRESTVIEW
20152030785,3122504.22,10098701.02,40:00.0,22/07/2015,1340,Wednesday,4,7,2015,7,CRESTVIEW
20163260194,3116573.228,10101021,03:00.0,21/11/2016,503,Monday,2,11,2016,7,CRESTVIEW
2016200780,3118166.236,10102332.01,00:00.0,20/01/2016,0,Wednesday,4,1,2016,7,CRESTVIEW
2015691668,3121681.225,10099721.02,45:00.0,10/03/2015,1945,Tuesday,3,3,2015,7,CRESTVIEW
20152180168,3115956.219,10099672,00:00.0,05/08/2015,2300,Wednesday,4,8,2015,7,CRESTVIEW
20151602029,3118739.235,10102015.01,28:00.0,10/06/2015,28,Wednesday,4,6,2015,7,CRESTVIEW
20162560096,3121717.21,10097194.01,25:00.0,12/09/2016,125,Monday,2,9,2016,7,CRESTVIEW
20162801990,3118739.235,10102015.01,05:00.0,06/10/2016,2305,Thursday,5,10,2016,7,CRESTVIEW
2015781420,3092520.456,10143913.08,10:00.0,19/03/2015,1510,Thursday,5,3,2015,6,AVERY RANCH--LAKELINE
20151751847,3092520.456,10143913.08,50:00.0,24/06/2015,2050,Wednesday,4,6,2015,6,AVERY RANCH--LAKELINE
20153300951,3092520.456,10143913.08,22:00.0,26/11/2015,1922,Thursday,5,11,2015,6,AVERY RANCH--LAKELINE
20153501790,3092520.456,10143913.08,20:00.0,16/12/2015,2220,Wednesday,4,12,2015,6,AVERY RANCH--LAKELINE
20163641286,3095929.46,10144997.08,22:00.0,29/12/2016,1822,Thursday,5,12,2016,6,AVERY RANCH--LAKELINE
2017491218,3095929.46,10144997.08,24:00.0,18/02/2017,1724,Saturday,7,2,2017,6,AVERY RANCH--LAKELINE
20172071742,3105298.467,10146766.07,53:00.0,26/07/2017,2253,Wednesday,4,7,2017,6,AVERY RANCH--LAKELINE
2018461570,3093582.468,10146426.08,58:00.0,15/02/2018,2058,Thursday,5,2,2018,6,AVERY RANCH--LAKELINE
2018641414,3102421.465,10146394.07,30:00.0,13/02/2018,1830,Tuesday,3,2,2018,6,AVERY RANCH--LAKELINE
20181681612,3093402.45,10142770.08,51:00.0,17/06/2018,2151,Sunday,1,6,2018,6,AVERY RANCH--LAKELINE
20181681826,3096500.463,10145982.07,45:00.0,17/06/2018,2345,Sunday,1,6,2018,6,AVERY RANCH--LAKELINE
20181941646,3092090.467,10145859.08,37:00.0,13/07/2018,2137,Friday,6,7,2018,6,AVERY RANCH--LAKELINE
20181981496,3095518.471,10147118.08,27:00.0,17/07/2018,1927,Tuesday,3,7,2018,6,AVERY RANCH--LAKELINE
20182591663,3097204.495,10152450.08,15:00.0,16/09/2018,2115,Sunday,1,9,2018,6,AVERY RANCH--LAKELINE
20151690805,3092520.456,10143913.08,20:00.0,18/06/2015,1220,Thursday,5,6,2015,6,AVERY RANCH--LAKELINE
2015270675,3092520.456,10143913.08,27:00.0,27/01/2015,1127,Tuesday,3,1,2015,6,AVERY RANCH--LAKELINE
20163022100,3094082.455,10143863.07,04:00.0,29/10/2016,204,Saturday,7,10,2016,6,AVERY RANCH--LAKELINE
20163260139,3097730.467,10146397.07,36:00.0,21/11/2016,436,Monday,2,11,2016,6,AVERY RANCH--LAKELINE
2018550697,3103877.464,10146449.07,10:00.0,24/02/2018,1110,Saturday,7,2,2018,6,AVERY RANCH--LAKELINE
2015981263,3092520.456,10143913.08,02:00.0,08/04/2015,1602,Wednesday,4,4,2015,6,AVERY RANCH--LAKELINE
20153361664,3095628.465,10145973.07,49:00.0,02/12/2015,2249,Wednesday,4,12,2015,6,AVERY RANCH--LAKELINE
2016401202,3092520.456,10143913.08,07:00.0,09/02/2016,1707,Tuesday,3,2,2016,6,AVERY RANCH--LAKELINE
20161601827,3102866.489,10151006.07,15:00.0,08/06/2016,2215,Wednesday,4,6,2016,6,AVERY RANCH--LAKELINE
20171231686,3095628.465,10145973.07,22:00.0,03/05/2017,1922,Wednesday,4,5,2017,6,AVERY RANCH--LAKELINE
20171920639,3092520.456,10143913.08,30:00.0,10/07/2017,1530,Monday,2,7,2017,6,AVERY RANCH--LAKELINE
20172221299,3095628.465,10145973.07,00:00.0,10/08/2017,1800,Thursday,5,8,2017,6,AVERY RANCH--LAKELINE
2018600090,3092520.456,10143913.08,25:00.0,01/03/2018,125,Thursday,5,3,2018,6,AVERY RANCH--LAKELINE
20181271076,3092520.456,10143913.08,08:00.0,07/05/2018,1608,Monday,2,5,2018,6,AVERY RANCH--LAKELINE
20182791575,3092520.456,10143913.08,15:00.0,06/10/2018,2115,Saturday,7,10,2018,6,AVERY RANCH--LAKELINE
20183351099,3092520.456,10143913.08,11:00.0,01/12/2018,1611,Saturday,7,12,2018,6,AVERY RANCH--LAKELINE
20183410496,3095518.471,10147118.08,33:00.0,04/12/2018,1433,Tuesday,3,12,2018,6,AVERY RANCH--LAKELINE
20183421092,3092520.456,10143913.08,34:00.0,08/12/2018,1634,Saturday,7,12,2018,6,AVERY RANCH--LAKELINE
20151201723,3122820.042,10068519.93,57:00.0,30/04/2015,2057,Thursday,5,4,2015,3,CENTRAL EAST AUSTIN
20181461821,3117895.052,10069921.94,59:00.0,26/05/2018,2259,Saturday,7,5,2018,3,CENTRAL EAST AUSTIN
20152070728,3118351.051,10069846.93,35:00.0,26/07/2015,1035,Sunday,1,7,2015,3,CENTRAL EAST AUSTIN
20162330326,3117363.054,10070202.94,26:00.0,20/08/2016,326,Saturday,7,8,2016,3,CENTRAL EAST AUSTIN
20163330156,3117145.054,10070272.94,58:00.0,28/11/2016,258,Monday,2,11,2016,3,CENTRAL EAST AUSTIN
20172110136,3118365.053,10069744.93,25:00.0,30/07/2017,125,Sunday,1,7,2017,3,CENTRAL EAST AUSTIN
2015930392,3122551.042,10068590.93,43:00.0,03/04/2015,543,Friday,6,4,2015,3,CENTRAL EAST AUSTIN
20151910253,3118351.051,10069846.93,00:00.0,10/07/2015,300,Friday,6,7,2015,3,CENTRAL EAST AUSTIN
201710771,3117823.053,10070042.94,16:00.0,01/01/2017,316,Sunday,1,1,2017,3,CENTRAL EAST AUSTIN
2017661331,3117145.054,10070272.94,21:00.0,07/03/2017,1721,Tuesday,3,3,2017,3,CENTRAL EAST AUSTIN
20181231714,3122634.043,10068563.93,40:00.0,03/05/2018,2140,Thursday,5,5,2018,3,CENTRAL EAST AUSTIN
20153621668,3118602.066,10072596.94,23:00.0,28/12/2015,2323,Monday,2,12,2015,1,CENTRAL EAST AUSTIN
2015751195,3119917.075,10074174.95,00:00.0,16/03/2015,1600,Monday,2,3,2015,1,CENTRAL EAST AUSTIN
20152711317,3119702.049,10069460.93,43:00.0,28/09/2015,1943,Monday,2,9,2015,1,CENTRAL EAST AUSTIN
2016240259,3117215.056,10070325.94,00:00.0,23/01/2016,2000,Saturday,7,1,2016,1,CENTRAL EAST AUSTIN
2017561620,3118764.053,10070161.94,10:00.0,25/02/2017,2110,Saturday,7,2,2017,1,CENTRAL EAST AUSTIN
20171101328,3121310.054,10070309.94,24:00.0,20/04/2017,1824,Thursday,5,4,2017,1,CENTRAL EAST AUSTIN
20171141069,3117746.065,10072243.94,05:00.0,24/04/2017,1605,Monday,2,4,2017,1,CENTRAL EAST AUSTIN
20172981129,3121043.078,10074339.95,22:00.0,25/10/2017,1622,Wednesday,4,10,2017,1,CENTRAL EAST AUSTIN
20173541151,3120925.046,10068991.93,50:00.0,20/12/2017,1650,Wednesday,4,12,2017,1,CENTRAL EAST AUSTIN
2018491608,3117215.056,10070325.94,38:00.0,18/02/2018,2338,Sunday,1,2,2018,1,CENTRAL EAST AUSTIN
20181091387,3122198.061,10071579.94,28:00.0,19/04/2018,1828,Thursday,5,4,2018,1,CENTRAL EAST AUSTIN
20181721054,3119950.059,10071297.94,04:00.0,21/06/2018,1404,Thursday,5,6,2018,1,CENTRAL EAST AUSTIN
20182731106,3119229.058,10071096.94,50:00.0,30/09/2018,1750,Sunday,1,9,2018,1,CENTRAL EAST AUSTIN
20182871634,3119246.06,10071585.94,11:00.0,14/10/2018,2211,Sunday,1,10,2018,1,CENTRAL EAST AUSTIN
20182971692,3121104.049,10069673.93,28:00.0,24/10/2018,2328,Wednesday,4,10,2018,1,CENTRAL EAST AUSTIN
20183651690,3119002.051,10069660.94,03:00.0,31/12/2018,2103,Monday,2,12,2018,1,CENTRAL EAST AUSTIN
20153290529,3121798.061,10071520.94,02:00.0,25/11/2015,1202,Wednesday,4,11,2015,1,CENTRAL EAST AUSTIN
20171350728,3117904.067,10072513.94,42:00.0,15/05/2017,1242,Monday,2,5,2017,1,CENTRAL EAST AUSTIN
2015730220,3118004.058,10071055.94,29:00.0,14/03/2015,229,Saturday,7,3,2015,1,CENTRAL EAST AUSTIN
2015800345,3118838.072,10073209.94,40:00.0,21/03/2015,340,Saturday,7,3,2015,1,CENTRAL EAST AUSTIN
2015800302,3118959.067,10072652.94,05:00.0,21/03/2015,305,Saturday,7,3,2015,1,CENTRAL EAST AUSTIN
20151400115,3117249.058,10070526.94,39:00.0,20/05/2015,139,Wednesday,4,5,2015,1,CENTRAL EAST AUSTIN
20152651232,3117949.058,10070759.94,00:00.0,22/09/2015,100,Tuesday,3,9,2015,1,CENTRAL EAST AUSTIN
2016540109,3121710.06,10071635.94,35:00.0,23/02/2016,235,Tuesday,3,2,2016,1,CENTRAL EAST AUSTIN
2016850217,3117612.065,10071938.94,15:00.0,25/03/2016,315,Friday,6,3,2016,1,CENTRAL EAST AUSTIN
20161490371,3118748.055,10070555.94,14:00.0,28/05/2016,414,Saturday,7,5,2016,1,CENTRAL EAST AUSTIN
2017780582,3119334.049,10069518.93,24:00.0,19/03/2017,624,Sunday,1,3,2017,1,CENTRAL EAST AUSTIN
2017780845,3117730.062,10071831.94,31:00.0,19/03/2017,1131,Sunday,1,3,2017,1,CENTRAL EAST AUSTIN
2018750195,3121989.053,10070203.94,45:00.0,16/03/2018,245,Friday,6,3,2018,1,CENTRAL EAST AUSTIN
20181960243,3119052.05,10069782.94,42:00.0,15/07/2018,242,Sunday,1,7,2018,1,CENTRAL EAST AUSTIN
20183220579,3117215.056,10070325.94,42:00.0,18/11/2018,742,Sunday,1,11,2018,1,CENTRAL EAST AUSTIN
20153040024,3118074.061,10071460.94,10:00.0,31/10/2015,10,Saturday,7,10,2015,1,CENTRAL EAST AUSTIN
20172320090,3118036.053,10070083.94,57:00.0,20/08/2017,57,Sunday,1,8,2017,1,CENTRAL EAST AUSTIN
2015950657,3118326.054,10070280.94,30:00.0,05/04/2015,230,Sunday,1,4,2015,1,CENTRAL EAST AUSTIN
20151842065,3122480.042,10068741.93,59:00.0,03/07/2015,2359,Friday,6,7,2015,1,CENTRAL EAST AUSTIN
20151301572,3121310.054,10070309.94,52:00.0,10/05/2015,2152,Sunday,1,5,2015,1,CENTRAL EAST AUSTIN
20151911517,3117215.056,10070325.94,38:00.0,10/07/2015,1838,Friday,6,7,2015,1,CENTRAL EAST AUSTIN
20152191356,3117949.058,10070759.94,30:00.0,07/08/2015,130,Friday,6,8,2015,1,CENTRAL EAST AUSTIN
20152210365,3117884.056,10070409.94,20:00.0,09/08/2015,320,Sunday,1,8,2015,1,CENTRAL EAST AUSTIN
20161240259,3122226.044,10068698.93,24:00.0,03/05/2016,624,Tuesday,3,5,2016,1,CENTRAL EAST AUSTIN
20161280463,3122226.044,10068698.93,15:00.0,07/05/2016,715,Saturday,7,5,2016,1,CENTRAL EAST AUSTIN
20161321095,3117261.055,10070261.94,15:00.0,11/05/2016,1515,Wednesday,4,5,2016,1,CENTRAL EAST AUSTIN
20161610654,3122285.056,10071064.94,30:00.0,08/06/2016,2130,Wednesday,4,6,2016,1,CENTRAL EAST AUSTIN
20162540132,3122254.046,10068988.93,26:00.0,10/09/2016,126,Saturday,7,9,2016,1,CENTRAL EAST AUSTIN
20162550467,3118027.051,10069967.93,38:00.0,11/09/2016,538,Sunday,1,9,2016,1,CENTRAL EAST AUSTIN
20162760271,3117409.056,10070310.94,30:00.0,02/10/2016,230,Sunday,1,10,2016,1,CENTRAL EAST AUSTIN
201721318,3119942.066,10072569.94,50:00.0,02/01/2017,1950,Monday,2,1,2017,1,CENTRAL EAST AUSTIN
2017700155,3121114.058,10070919.94,04:00.0,11/03/2017,304,Saturday,7,3,2017,1,CENTRAL EAST AUSTIN
20172200526,3120894.07,10072914.94,10:00.0,08/08/2017,910,Tuesday,3,8,2017,1,CENTRAL EAST AUSTIN
20173360243,3117173.057,10070450.94,39:00.0,02/12/2017,439,Saturday,7,12,2017,1,CENTRAL EAST AUSTIN
20173370139,3117884.056,10070409.94,03:00.0,03/12/2017,103,Sunday,1,12,2017,1,CENTRAL EAST AUSTIN
20181230224,3121486.069,10072999.94,39:00.0,03/05/2018,539,Thursday,5,5,2018,1,CENTRAL EAST AUSTIN
20181260725,3120916.067,10072496.94,50:00.0,06/05/2018,1050,Sunday,1,5,2018,1,CENTRAL EAST AUSTIN
20181530200,3117884.056,10070409.94,59:00.0,02/06/2018,259,Saturday,7,6,2018,1,CENTRAL EAST AUSTIN
20182220156,3117859.062,10071549.94,31:00.0,10/08/2018,231,Friday,6,8,2018,1,CENTRAL EAST AUSTIN
20162901095,3154136.327,10108579.19,35:00.0,16/10/2016,1835,Sunday,1,10,2016,1,HARRIS BRANCH
20182251948,3152761.274,10101914.14,20:00.0,13/08/2018,2320,Monday,2,8,2018,1,HARRIS BRANCH
20183400166,3153717.328,10108931.19,29:00.0,06/12/2018,429,Thursday,5,12,2018,1,HARRIS BRANCH
20151461744,3094132.082,10066584,00:00.0,26/05/2015,2100,Tuesday,3,5,2015,8,BARTON CREEK MALL
20153641484,3094132.082,10066584,11:00.0,30/12/2015,2011,Wednesday,4,12,2015,8,BARTON CREEK MALL
2015250736,3094132.082,10066584,25:00.0,25/01/2015,1325,Sunday,1,1,2015,8,BARTON CREEK MALL
20151061754,3094132.082,10066584,06:00.0,16/04/2015,2106,Thursday,5,4,2015,8,BARTON CREEK MALL
20153481355,3094132.082,10066584,19:00.0,14/12/2015,1819,Monday,2,12,2015,8,BARTON CREEK MALL
2016171062,3094132.082,10066584,38:00.0,17/01/2016,1638,Sunday,1,1,2016,8,BARTON CREEK MALL
20161491379,3094132.082,10066584,57:00.0,28/05/2016,1857,Saturday,7,5,2016,8,BARTON CREEK MALL
20162031114,3094132.082,10066584,11:00.0,21/07/2016,1611,Thursday,5,7,2016,8,BARTON CREEK MALL
20172121350,3094132.082,10066584,26:00.0,31/07/2017,2026,Monday,2,7,2017,8,BARTON CREEK MALL
20172571346,3095692.081,10066841,57:00.0,14/09/2017,1757,Thursday,5,9,2017,8,BARTON CREEK MALL
20172691157,3094132.082,10066584,27:00.0,26/09/2017,1627,Tuesday,3,9,2017,8,BARTON CREEK MALL
2018730942,3094132.082,10066584,43:00.0,14/03/2018,1343,Wednesday,4,3,2018,8,BARTON CREEK MALL
20182411318,3094132.082,10066584,17:00.0,29/08/2018,1717,Wednesday,4,8,2018,8,BARTON CREEK MALL
20152420910,3094132.082,10066584,56:00.0,30/08/2015,1256,Sunday,1,8,2015,8,BARTON CREEK MALL
201581327,3094132.082,10066584,01:00.0,08/01/2015,1901,Thursday,5,1,2015,8,BARTON CREEK MALL
2015351418,3094132.082,10066584,40:00.0,04/02/2015,1940,Wednesday,4,2,2015,8,BARTON CREEK MALL
20152140812,3094132.082,10066584,26:00.0,02/08/2015,1226,Sunday,1,8,2015,8,BARTON CREEK MALL
201681049,3094132.082,10066584,00:00.0,08/01/2016,1500,Friday,6,1,2016,8,BARTON CREEK MALL
2016110599,3094132.082,10066584,55:00.0,11/01/2016,1055,Monday,2,1,2016,8,BARTON CREEK MALL
2017341215,3094132.082,10066584,04:00.0,03/02/2017,1504,Friday,6,2,2017,8,BARTON CREEK MALL
2017400287,3094132.082,10066584,48:00.0,09/02/2017,548,Thursday,5,2,2017,8,BARTON CREEK MALL
20182010523,3094132.082,10066584,50:00.0,12/07/2018,2150,Thursday,5,7,2018,8,BARTON CREEK MALL
20182220227,3096922.094,10070523.99,26:00.0,10/08/2018,426,Friday,6,8,2018,8,BARTON CREEK MALL
20183391710,3090979.121,10072939.02,34:00.0,05/12/2018,2234,Wednesday,4,12,2018,8,BARTON CREEK MALL
20172070357,3117177.148,10086626.97,29:00.0,26/07/2017,729,Wednesday,4,7,2017,9,TRIANGLE STATE
20171430017,3117082.153,10087649.97,14:00.0,23/05/2017,14,Tuesday,3,5,2017,9,TRIANGLE STATE
20153381505,3117044.155,10088188.98,25:00.0,04/12/2015,1825,Friday,6,12,2015,9,TRIANGLE STATE
2015891805,3116730.107,10079389.96,42:00.0,30/03/2015,2142,Monday,2,3,2015,9,NORTH UNIVERSITY
2016451063,3115246.124,10082729.96,15:00.0,14/02/2016,1715,Sunday,1,2,2016,9,NORTH UNIVERSITY
2018291515,3116855.108,10079701.96,31:00.0,29/01/2018,1931,Monday,2,1,2018,9,NORTH UNIVERSITY
20182431104,3115823.114,10080601.96,00:00.0,31/08/2018,800,Friday,6,8,2018,9,NORTH UNIVERSITY
20161630019,3114595.107,10079806.96,10:00.0,11/06/2016,10,Saturday,7,6,2016,9,NORTH UNIVERSITY
20173121498,3116779.108,10079818.96,05:00.0,09/11/2017,105,Thursday,5,11,2017,9,NORTH UNIVERSITY
20182241049,3114352.114,10080949.96,42:00.0,12/08/2018,1642,Sunday,1,8,2018,9,NORTH UNIVERSITY
2015722035,3125723.192,10093474.01,59:00.0,13/03/2015,2159,Friday,6,3,2015,4,ST. JOHNS
2015841541,3127082.207,10095798.02,07:00.0,25/03/2015,1907,Wednesday,4,3,2015,4,ST. JOHNS
20153201244,3129905.195,10093660.03,38:00.0,16/11/2015,1838,Monday,2,11,2015,4,ST. JOHNS
20153501489,3129378.202,10094925.03,59:00.0,16/12/2015,1859,Wednesday,4,12,2015,4,ST. JOHNS
2015151319,3129359.184,10091880.02,55:00.0,15/01/2015,1755,Thursday,5,1,2015,4,ST. JOHNS
20153221481,3125488.202,10094905.02,00:00.0,18/11/2015,1800,Wednesday,4,11,2015,4,ST. JOHNS
20153012043,3129111.192,10092960.02,21:00.0,28/10/2015,2321,Wednesday,4,10,2015,4,ST. JOHNS
2016521753,3129075.184,10092098.02,28:00.0,21/02/2016,2328,Sunday,1,2,2016,4,ST. JOHNS
20161101216,3131485.202,10094495.03,47:00.0,19/04/2016,1747,Tuesday,3,4,2016,4,ST. JOHNS
20161111850,3129173.193,10093293.02,54:00.0,20/04/2016,2354,Wednesday,4,4,2016,4,ST. JOHNS
20161461955,3130097.195,10093719.02,57:00.0,25/05/2016,2257,Wednesday,4,5,2016,4,ST. JOHNS
20162291593,3127891.185,10092311.01,44:00.0,16/08/2016,2244,Tuesday,3,8,2016,4,ST. JOHNS
20162441643,3129678.188,10092327.02,19:00.0,31/08/2016,2119,Wednesday,4,8,2016,4,ST. JOHNS
20163501356,3129437.19,10092580.02,47:00.0,15/12/2016,1847,Thursday,5,12,2016,4,ST. JOHNS
2017471829,3128060.191,10093138.02,04:00.0,16/02/2017,2304,Thursday,5,2,2017,4,ST. JOHNS
2017501203,3128769.198,10093999.02,25:00.0,19/02/2017,1725,Sunday,1,2,2017,4,ST. JOHNS
2017881108,3128787.186,10092238.02,21:00.0,29/03/2017,1621,Wednesday,4,3,2017,4,ST. JOHNS
20171050977,3125684.198,10094560.02,40:00.0,15/04/2017,1440,Saturday,7,4,2017,4,ST. JOHNS
20171711636,3129075.184,10092098.02,32:00.0,20/06/2017,2232,Tuesday,3,6,2017,4,ST. JOHNS
20171991537,3130946.2,10094307.03,15:00.0,18/07/2017,2015,Tuesday,3,7,2017,4,ST. JOHNS
20172571868,3125439.199,10094832.02,37:00.0,14/09/2017,2237,Thursday,5,9,2017,4,ST. JOHNS
20173331570,3128415.198,10094118.02,22:00.0,29/11/2017,2022,Wednesday,4,11,2017,4,ST. JOHNS
20173551572,3129353.185,10091743.01,27:00.0,21/12/2017,2127,Thursday,5,12,2017,4,ST. JOHNS
2018201355,3129678.188,10092327.02,43:00.0,20/01/2018,1943,Saturday,7,1,2018,4,ST. JOHNS
2018311397,3125488.202,10094905.02,55:00.0,31/01/2018,1955,Wednesday,4,1,2018,4,ST. JOHNS
20181071453,3130157.192,10093250.02,50:00.0,17/04/2018,1950,Tuesday,3,4,2018,4,ST. JOHNS
20181101144,3124937.181,10091841,22:00.0,20/04/2018,1522,Friday,6,4,2018,4,ST. JOHNS
20181181783,3128787.186,10092238.02,00:00.0,28/04/2018,2300,Saturday,7,4,2018,4,ST. JOHNS
20182091649,3126833.197,10094021.02,12:00.0,28/07/2018,2212,Saturday,7,7,2018,4,ST. JOHNS
20182411683,3129111.192,10092960.02,22:00.0,29/08/2018,2222,Wednesday,4,8,2018,4,ST. JOHNS
20182591281,3129379.193,10093463.02,47:00.0,16/09/2018,1647,Sunday,1,9,2018,4,ST. JOHNS
20182610126,3125893.205,10095652.02,00:00.0,17/09/2018,2300,Monday,2,9,2018,4,ST. JOHNS
20182701373,3125079.199,10094739.02,07:00.0,27/09/2018,1907,Thursday,5,9,2018,4,ST. JOHNS
20182930949,3130946.2,10094307.03,20:00.0,20/10/2018,1320,Saturday,7,10,2018,4,ST. JOHNS
20183310794,3126809.205,10095704.02,46:00.0,27/11/2018,1346,Tuesday,3,11,2018,4,ST. JOHNS
20183331763,3125661.201,10094884.02,45:00.0,29/11/2018,2245,Thursday,5,11,2018,4,ST. JOHNS
2015540673,3125488.202,10094905.02,26:00.0,23/02/2015,1226,Monday,2,2,2015,4,ST. JOHNS
20162070692,3130157.192,10093250.02,53:00.0,25/07/2016,1253,Monday,2,7,2016,4,ST. JOHNS
20162980781,3128427.177,10091074.01,39:00.0,24/10/2016,1239,Monday,2,10,2016,4,ST. JOHNS
20151030187,3126377.186,10092412.01,19:00.0,13/04/2015,419,Monday,2,4,2015,4,ST. JOHNS
20151100289,3128998.182,10091825.01,20:00.0,20/04/2015,520,Monday,2,4,2015,4,ST. JOHNS
20152251632,3128998.182,10091825.01,30:00.0,13/08/2015,530,Thursday,5,8,2015,4,ST. JOHNS
20152252074,3128998.182,10091825.01,30:00.0,13/08/2015,530,Thursday,5,8,2015,4,ST. JOHNS
20151060241,3125786.201,10094776.02,00:00.0,16/04/2015,300,Thursday,5,4,2015,4,ST. JOHNS
20152322105,3127288.193,10093597.02,00:00.0,31/07/2015,600,Friday,6,7,2015,4,ST. JOHNS
20152650244,3127668.196,10093784.02,40:00.0,22/09/2015,540,Tuesday,3,9,2015,4,ST. JOHNS
20153290440,3126119.198,10094297.02,45:00.0,25/11/2015,1045,Wednesday,4,11,2015,4,ST. JOHNS
20153580424,3130157.192,10093250.02,10:00.0,24/12/2015,910,Thursday,5,12,2015,4,ST. JOHNS
2016870413,3129353.185,10091743.01,36:00.0,27/03/2016,736,Sunday,1,3,2016,4,ST. JOHNS
20162390360,3129075.184,10092098.02,00:00.0,26/08/2016,600,Friday,6,8,2016,4,ST. JOHNS
20163030141,3126622.189,10093136.01,06:00.0,29/10/2016,106,Saturday,7,10,2016,4,ST. JOHNS
20163300562,3128998.182,10091825.01,32:00.0,25/11/2016,1132,Friday,6,11,2016,4,ST. JOHNS
